iter	Logloss
269	0.4971884677
270	0.4970185002
271	0.4968243181
272	0.4966169869
273	0.4964465455
274	0.4962142632
275	0.4960067349
276	0.4957507016
277	0.4954859207
278	0.4953526694
279	0.4951636583
280	0.4949847977
281	0.4948177333
282	0.4946908351
283	0.4945184404
284	0.494377388
285	0.4941792984
286	0.4939930846
287	0.493854522
288	0.493741623
289	0.4935480462
290	0.493392192
291	0.4932180056
292	0.4929950384
293	0.492850644
294	0.4926871241
295	0.4925149799
296	0.4923767085
297	0.4922362409
298	0.4920560308
299	0.4918991873
300	0.4916606375
301	0.4914923086
302	0.4913889746
303	0.4912052346
304	0.49109163
305	0.490952424
306	0.4908323399
307	0.4907421552
308	0.4906272273
309	0.4904722495
310	0.4903499626
311	0.4902175106
312	0.4900878984
313	0.4899078266
314	0.4896981696
315	0.4894941607
316	0.4893194069
317	0.4891821133
318	0.4889209021
319	0.4887226191
320	0.4885664935
321	0.4884333039
322	0.4882623617
323	0.4881177388
324	0.4879711378
325	0.4878265392
326	0.487647904
327	0.4874523471
328	0.4872720768
329	0.4871511026
330	0.4870665122
331	0.4869031238
332	0.486726821
333	0.4865696044
334	0.4863710223
335	0.4862140445
336	0.4860176102
337	0.4858888373
338	0.4856753591
339	0.4855767706
340	0.4854108816
341	0.4852602652
342	0.4851276485
343	0.4849669974
344	0.4848245622
345	0.4846734112
346	0.4844818514
347	0.4843593402
348	0.4842155144
349	0.4840287071
350	0.4838732265
351	0.4836936425
352	0.4835490605
353	0.4834368031
354	0.4832733088
355	0.4831265652
356	0.4829377595
357	0.4827766925
358	0.4826603442
359	0.4825345198
360	0.4823970604
361	0.4822730301
362	0.4821552277
363	0.4820131613
364	0.4818570275
365	0.4817515997
366	0.4814947199
367	0.4814161563
368	0.4812346949
369	0.4811370575
370	0.4810438213
371	0.4808813051
372	0.4807363963
373	0.480629638
374	0.4804566905
375	0.4803995706
376	0.4801724655
377	0.480009782
378	0.4798661356
379	0.4797537675
380	0.479524243
381	0.4793129665
382	0.4791929082
383	0.4789928183
384	0.4788512785
385	0.4787072984
386	0.4785469113
387	0.4784239866
388	0.478245081
389	0.4781469959
390	0.4779908824
391	0.4778656397
392	0.4777038402
393	0.4775488949
394	0.477462842
395	0.477375073
396	0.4772615714
397	0.4771173273
398	0.4769957416
399	0.4768391717
400	0.476699397
401	0.476542637
402	0.4764015063
403	0.4762796084
404	0.4760902516
405	0.4759625997
406	0.4758379902
407	0.4757478707
408	0.4756430773
409	0.4754450177
410	0.4753487032
411	0.4752655794
412	0.4751490719
413	0.4750112489
414	0.4749206705
415	0.4748449591
416	0.4747792953
417	0.4746547045
418	0.4745294164
419	0.474419155
420	0.4742922335
421	0.4742187761
422	0.4741201676
423	0.4740328949
424	0.4739239141
425	0.4737952815
426	0.4736811881
427	0.473585481
428	0.4735326989
429	0.4734060872
430	0.4732789834
431	0.4731741777
432	0.473052476
433	0.4729662013
434	0.4728870598
435	0.4728112129
436	0.4726378672
437	0.4725150989
438	0.4723988768
439	0.4722585351
440	0.4721831889
441	0.4720803836
442	0.4719722683
443	0.4719225397
444	0.4718365965
445	0.4717283414
446	0.4716064869
447	0.4714610015
448	0.4713633309
449	0.471183477
450	0.4710551109
451	0.4709398965
452	0.470812678
453	0.4707469131
454	0.4706389455
455	0.4705011505
456	0.4703823829
457	0.4702284649
458	0.4700839409
459	0.4700205356
460	0.4698666401
461	0.4697725309
462	0.4696788369
463	0.4695406813
464	0.4694275114
465	0.4693047546
466	0.4691849319
467	0.4690584747
468	0.4688920883
469	0.4687696622
470	0.4686230939
471	0.4685087929
472	0.4683691772
473	0.4682129356
474	0.4681015501
475	0.467978747
476	0.4678485288
477	0.4677732934
478	0.4677042532
479	0.4676358304
480	0.4675253464
481	0.4674029629
482	0.4672645967
483	0.467112134
484	0.4670103459
485	0.4669021089
486	0.4668301991
487	0.4667549086
488	0.4666514368
489	0.4665695564
490	0.4664395364
491	0.4663079884
492	0.4662274761
493	0.4661047321
494	0.4659856824
495	0.4659080348
496	0.4658274667
497	0.4657203593
498	0.4656097533
499	0.4655102776
500	0.4654095294
501	0.4653447705
502	0.4652341779
503	0.4651109501
504	0.4650228152
505	0.4649258418
506	0.4648198334
507	0.4647281803
508	0.4646428711
509	0.4645873726
510	0.4644903703
511	0.4644145377
512	0.4643410226
513	0.4642125656
514	0.4641415821
515	0.4640714909
516	0.4640066518
517	0.4639134589
518	0.4638732247
519	0.4637960344
520	0.463661542
521	0.4636151323
522	0.4635219277
523	0.4634170619
524	0.4633182833
525	0.4632258089
526	0.463132613
527	0.4630353213
528	0.4629386749
529	0.4628622748
530	0.4627261618
531	0.4626116211
532	0.4625228778
533	0.4624254951
534	0.4623086724
535	0.4622536074
536	0.4621542307
537	0.4620598042
538	0.461983797
539	0.4618768534
540	0.4617869379
541	0.4616573202
542	0.4615799705
543	0.4614754292
544	0.4614141032
545	0.4613427069
546	0.4612859851
547	0.4611949382
548	0.4610513332
549	0.4609980466
550	0.4609274224
551	0.4608609677
552	0.4607963514
553	0.4606903845
554	0.4605140196
555	0.4604096231
556	0.4603105047
557	0.4601866194
558	0.4601149858
559	0.4600348226
560	0.45994077
561	0.4598641217
562	0.4597144844
563	0.459675072
564	0.4595709136
565	0.4594119201
566	0.4592896143
567	0.4591971615
568	0.4591115363
569	0.4590088064
570	0.4589270394
571	0.4588425404
572	0.4587445275
573	0.4586611837
574	0.4585350867
575	0.4584591009
576	0.4583986526
577	0.4582840048
578	0.4582185161
579	0.4581596491
580	0.4581096106
581	0.4580421719
582	0.4579240091
583	0.457855693
584	0.457802914
585	0.4577116686
586	0.4575458885
587	0.4574506185
588	0.4573708255
589	0.4572794405
590	0.4572084527
591	0.4571051801
592	0.4570241942
593	0.4569295616
594	0.456823131
595	0.4567303181
596	0.4565879649
597	0.4565013874
598	0.4564412652
599	0.4563726942
600	0.4563091347
601	0.4562446631
602	0.456085267
603	0.4559711311
604	0.4558436838
605	0.455727757
606	0.4556691745
607	0.45553972
608	0.4553975015
609	0.4553057794
610	0.4552019643
611	0.4550212024
612	0.4549590554
613	0.4548252518
614	0.454744131
615	0.4546776502
616	0.4545832107
617	0.4544873447
618	0.4543999218
619	0.4543102031
620	0.4542134862
621	0.4541510795
622	0.4539704552
623	0.4539053271
624	0.453844098
625	0.4537767987
626	0.4537013913
627	0.4536657824
628	0.4535745848
629	0.4534784303
630	0.4534442502
631	0.4533652684
632	0.4532979364
633	0.4532020263
634	0.4531132814
635	0.4530021302
636	0.452925449
637	0.4528627984
638	0.452793614
639	0.4526954485
640	0.4526285303
641	0.4525733108
642	0.4524837615
643	0.452412789
644	0.4523492886
645	0.4522841613
646	0.4521875202
647	0.4521487093
648	0.4520691619
649	0.4519967018
650	0.4518952443
651	0.4517907988
652	0.4516906654
653	0.4516213025
654	0.4515141844
655	0.4514654057
656	0.4513475077
657	0.4511725635
658	0.45111653
659	0.4510431073
660	0.4509452138
661	0.4508845281
662	0.4507925952
663	0.4507145091
664	0.4506819247
665	0.4505881921
666	0.4505101794
667	0.4504135961
668	0.45029952
669	0.4502056957
670	0.4501047955
671	0.4500211335
672	0.4499584653
673	0.4499192492
674	0.4498459299
675	0.4497179333
676	0.4496651252
677	0.4495454467
678	0.4494669279
679	0.4493732378
680	0.4492963081
681	0.4491900986
682	0.4491417492
683	0.449068515
684	0.4490047453
685	0.4488829237
686	0.4488264332
687	0.4487644432
688	0.4487073888
689	0.4486567602
690	0.4485781148
691	0.4485150742
692	0.4484314142
693	0.4483396202
694	0.448254157
695	0.448178905
696	0.4480432149
697	0.4479812354
698	0.4478848501
699	0.4477840734
700	0.4477109701
701	0.4476872194
702	0.4475706472
703	0.4474907842
704	0.4474205557
705	0.4473524934
706	0.4472308185
707	0.4471367273
708	0.4470753488
709	0.4470337457
710	0.4469752413
711	0.4468242293
712	0.4467073803
713	0.4466375775
714	0.4465527123
715	0.44647928
716	0.4463781405
717	0.4463207427
718	0.446255628
719	0.4461650728
720	0.4460942595
721	0.4460123634
722	0.4459159611
723	0.4458592786
724	0.4457466058
725	0.4456421628
726	0.4455488896
727	0.4454934666
728	0.4454560189
729	0.4453731727
730	0.4452998297
731	0.4452099472
732	0.4451741705
733	0.4451191657
734	0.4450480509
735	0.4449804348
736	0.4449281136
737	0.4448425274
738	0.4447868007
739	0.4447175754
740	0.4446327561
741	0.4445655108
742	0.444483764
743	0.4443959192
744	0.4443137399
745	0.4442465659
746	0.4441902063
747	0.4440962739
748	0.4440284795
749	0.4439959225
750	0.4439369203
751	0.4438939807
752	0.443866848
753	0.4438162041
754	0.4437565943
755	0.4436649455
756	0.4436223253
757	0.4435428622
758	0.4435163637
759	0.4434527044
760	0.4433731161
761	0.4432843065
762	0.4431843627
763	0.4431271906
764	0.4430456793
765	0.442998627
766	0.4429506644
767	0.4428129469
768	0.4427624702
769	0.442704157
770	0.4426609971
771	0.4425800523
772	0.4425354746
773	0.4424729191
774	0.442402638
775	0.4423002494
776	0.4421817991
777	0.4420974626
778	0.4420321227
779	0.4419520794
780	0.4419087261
781	0.4418523766
782	0.4417953479
783	0.4417322893
784	0.4416650306
785	0.441610532
786	0.4415547625
787	0.4414881641
788	0.4414130049
789	0.4413279861
790	0.4412058641
791	0.4411668438
792	0.4410973267
793	0.4410747403
794	0.4409917004
795	0.4409061514
796	0.4408170278
797	0.4407527851
798	0.4406891669
799	0.4406003015
800	0.4404875255
801	0.4404417512
802	0.4403804095
803	0.4403139564
804	0.4402690711
805	0.4402183839
806	0.4401432791
807	0.4400753969
808	0.4400088819
809	0.4399308373
810	0.4398877229
811	0.4398081083
812	0.4397303036
813	0.4396875601
814	0.4396265439
815	0.4395184115
816	0.4394570416
817	0.4393716487
818	0.4393219944
819	0.4392416707
820	0.4391677081
821	0.4390902757
822	0.4390135139
823	0.4389468675
824	0.438880507
825	0.4388019074
826	0.4387353484
827	0.4386817048
828	0.4385833603
829	0.4384759103
830	0.4384147777
831	0.4383374068
832	0.4382866452
833	0.4382147705
834	0.4381289458
835	0.4380631849
836	0.43799488
837	0.4379199421
838	0.4378604465
839	0.4378066935
840	0.4377249728
841	0.4376797766
842	0.4376464587
843	0.4375422178
844	0.4374502497
845	0.4373629976
846	0.4373066462
847	0.4372673539
848	0.4371993465
849	0.4371318686
850	0.4370622591
851	0.4369780951
852	0.4369220725
853	0.4368398597
854	0.4367203605
855	0.4366423125
856	0.4366046457
857	0.4365083652
858	0.436437137
859	0.4363456764
860	0.4362544022
861	0.4361927573
862	0.4361510307
863	0.4361007483
864	0.4360251069
865	0.4359679168
866	0.4358626676
867	0.4358428944
868	0.4357879908
869	0.4357047707
870	0.4356181842
871	0.4355378548
872	0.4354832313
873	0.4354327631
874	0.4353711815
875	0.4353285879
876	0.4352915775
877	0.4352412929
878	0.4352013355
879	0.4351363362
880	0.4350887553
881	0.435005189
882	0.4349593822
883	0.4348898888
884	0.4348642585
885	0.4348062057
886	0.4347717441
887	0.4347156713
888	0.4346876594
889	0.4346410026
890	0.4345348179
891	0.4344785541
892	0.4344237659
893	0.4343345542
894	0.4342687682
895	0.4342381584
896	0.4341945142
897	0.4341186908
898	0.4340776221
899	0.4340116473
900	0.4339618856
901	0.4339167202
902	0.4338759664
903	0.4338051933
904	0.4337512382
905	0.4336800525
906	0.4336407548
907	0.4335732874
908	0.4334593425
909	0.4333762389
910	0.4333359013
911	0.4332808575
912	0.4332155135
913	0.433149614
914	0.4330999273
915	0.4330312013
916	0.4329714084
917	0.4329002438
918	0.4327937589
919	0.4327476101
920	0.4326732128
921	0.4326100828
922	0.4325553296
923	0.4325164848
924	0.4324714701
925	0.4323890636
926	0.432337524
927	0.4322654455
928	0.4322275602
929	0.4321693179
930	0.4321391667
931	0.4320785403
932	0.4320168048
933	0.4319657122
934	0.4319463773
935	0.4319146433
936	0.4318205521
937	0.4317499123
938	0.4316988634
939	0.4316208947
940	0.4315562531
941	0.4314604545
942	0.4314180427
943	0.4313806041
944	0.4313477403
945	0.431307214
946	0.4312504283
947	0.4311647093
948	0.4311377863
949	0.4310785984
950	0.4310154191
951	0.4309561359
952	0.4309103436
953	0.4308697383
954	0.4308337465
955	0.4307699321
956	0.4306667452
957	0.4306121351
958	0.4305839403
959	0.4305247635
960	0.4304320467
961	0.4303512376
962	0.4303096551
963	0.4302787732
964	0.4302512029
965	0.4301885104
966	0.4301249355
967	0.4300760886
968	0.4300341199
969	0.4299770321
970	0.4299534676
971	0.429899679
972	0.4298649417
973	0.429795797
974	0.4297133186
975	0.4296511113
976	0.4296039608
977	0.4295211562
978	0.4294562529
979	0.4293975673
980	0.4293287665
981	0.4292765594
982	0.4292232541
983	0.4291676861
984	0.4291244622
985	0.4290932721
986	0.429003963
987	0.4289509353
988	0.4289001789
989	0.4288629312
990	0.4288118706
991	0.4287595245
992	0.4287011927
993	0.428649878
994	0.4285716971
995	0.4285488077
996	0.4284993556
997	0.4284433569
998	0.4283755401
999	0.4283086167
