latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
23.66157,87.96887,337.92,0.47,0.4,2024-01-01,703,N,VIIRS,n,2,298.01,3.59,D,0
23.65993,87.95972,331.31,0.47,0.4,2024-01-01,703,N,VIIRS,n,2,297.28,3.77,D,0
23.63163,87.73936,329.72,0.48,0.4,2024-01-01,703,N,VIIRS,n,2,297.34,1.87,D,0
24.60404,93.84576,327.23,0.43,0.38,2024-01-01,703,N,VIIRS,n,2,293.72,2.47,D,0
23.64017,87.51054,329.5,0.5,0.41,2024-01-01,703,N,VIIRS,n,2,298.2,3.85,D,0
23.72881,87.98821,325.29,0.47,0.4,2024-01-01,703,N,VIIRS,l,2,296.2,2.65,D,0
23.70138,87.47972,334.71,0.5,0.41,2024-01-01,703,N,VIIRS,n,2,299.35,3.63,D,0
23.81623,88.09869,326.49,0.46,0.39,2024-01-01,703,N,VIIRS,n,2,296.35,2.59,D,0
23.72422,87.58443,329.62,0.49,0.4,2024-01-01,703,N,VIIRS,n,2,298.55,2.45,D,0
23.73897,87.58134,325.94,0.49,0.4,2024-01-01,703,N,VIIRS,l,2,298.25,1.92,D,0
23.73018,87.46862,325.62,0.5,0.41,2024-01-01,703,N,VIIRS,l,2,299.25,2.52,D,0
23.73847,87.47188,327.16,0.5,0.41,2024-01-01,703,N,VIIRS,n,2,297.72,1.21,D,0
23.7376,87.46706,327.37,0.5,0.41,2024-01-01,703,N,VIIRS,n,2,299.36,2.86,D,0
23.67315,86.93767,330.91,0.53,0.42,2024-01-01,703,N,VIIRS,n,2,296.64,3.09,D,0
23.66704,86.42381,330.46,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,299.62,4.55,D,2
23.71892,86.44447,327.2,0.56,0.43,2024-01-01,703,N,VIIRS,l,2,302.09,3.65,D,2
23.68355,86.08527,339.82,0.39,0.44,2024-01-01,703,N,VIIRS,n,2,299.65,4.32,D,2
23.75982,86.40146,336.91,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,303.8,6.27,D,2
24.04842,87.96964,328.89,0.47,0.39,2024-01-01,703,N,VIIRS,n,2,296.38,2.99,D,0
23.95881,87.4651,329.15,0.49,0.4,2024-01-01,703,N,VIIRS,n,2,297.45,3.33,D,0
23.77844,86.39175,338.03,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,306.3,12.65,D,2
24.06565,87.96133,325.91,0.47,0.39,2024-01-01,703,N,VIIRS,n,2,297.09,2.34,D,0
23.78153,86.20908,367.0,0.38,0.44,2024-01-01,703,N,VIIRS,h,2,310.63,10.12,D,2
23.80364,86.32886,331.97,0.57,0.43,2024-01-01,703,N,VIIRS,n,2,306.64,4.16,D,2
21.7996,82.38489,367.0,0.36,0.57,2024-01-01,703,N,VIIRS,h,2,299.84,7.9,D,0
19.3014,81.67137,328.94,0.45,0.63,2024-01-01,703,N,VIIRS,n,2,295.36,1.89,D,0
20.21718,85.75808,338.94,0.47,0.48,2024-01-01,703,N,VIIRS,n,2,299.04,3.5,D,0
20.217,85.75912,337.2,0.47,0.48,2024-01-01,703,N,VIIRS,n,2,298.96,4.09,D,0
19.92991,82.4091,326.53,0.39,0.59,2024-01-01,703,N,VIIRS,n,2,296.41,1.62,D,0
20.96825,86.8339,335.72,0.39,0.44,2024-01-01,703,N,VIIRS,n,2,298.3,3.71,D,0
20.02184,82.17202,327.01,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,297.06,1.5,D,0
20.95647,86.6823,347.02,0.4,0.44,2024-01-01,703,N,VIIRS,n,2,301.07,11.21,D,0
20.79847,85.38535,333.79,0.48,0.48,2024-01-01,703,N,VIIRS,n,2,296.42,5.12,D,0
20.78626,85.26319,327.34,0.49,0.49,2024-01-01,703,N,VIIRS,l,2,297.38,6.41,D,2
20.79423,85.25664,339.66,0.49,0.49,2024-01-01,703,N,VIIRS,n,2,297.89,6.95,D,2
20.95326,86.04958,345.43,0.44,0.46,2024-01-01,703,N,VIIRS,n,2,301.81,12.53,D,2
20.49776,83.4911,327.82,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,296.67,1.24,D,0
21.1357,86.38863,332.31,0.42,0.45,2024-01-01,703,N,VIIRS,n,2,299.08,2.16,D,0
20.97098,85.17532,335.18,0.5,0.49,2024-01-01,703,N,VIIRS,n,2,300.63,8.45,D,2
20.96332,85.17492,329.58,0.5,0.49,2024-01-01,703,N,VIIRS,n,2,299.58,6.22,D,2
21.25886,86.66686,330.29,0.4,0.44,2024-01-01,703,N,VIIRS,n,2,301.36,2.29,D,0
20.96854,85.01391,332.11,0.51,0.49,2024-01-01,703,N,VIIRS,n,2,300.14,6.67,D,0
21.34604,86.79761,331.41,0.39,0.44,2024-01-01,703,N,VIIRS,n,2,299.0,2.95,D,0
20.3267,81.61079,327.55,0.43,0.62,2024-01-01,703,N,VIIRS,n,2,295.93,2.02,D,0
21.41516,86.80611,341.23,0.39,0.44,2024-01-01,703,N,VIIRS,n,2,299.83,2.89,D,0
20.8266,83.10667,331.08,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.23,1.56,D,0
21.60975,87.04861,328.76,0.56,0.43,2024-01-01,703,N,VIIRS,l,2,299.81,2.88,D,0
21.63032,87.1167,329.09,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,300.02,3.19,D,0
20.49186,81.32878,350.14,0.44,0.63,2024-01-01,703,N,VIIRS,n,2,297.79,6.42,D,0
21.6694,87.08948,328.25,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,299.35,2.29,D,0
21.68218,87.11454,326.57,0.56,0.43,2024-01-01,703,N,VIIRS,l,2,300.02,3.52,D,0
20.49289,81.32906,354.82,0.44,0.62,2024-01-01,703,N,VIIRS,n,2,298.09,6.32,D,0
21.70663,87.15908,328.69,0.55,0.43,2024-01-01,703,N,VIIRS,n,2,298.29,2.39,D,0
21.01926,83.63205,331.77,0.62,0.54,2024-01-01,703,N,VIIRS,n,2,296.1,2.63,D,0
21.82897,87.78789,331.33,0.51,0.41,2024-01-01,703,N,VIIRS,n,2,296.79,3.73,D,0
20.77874,82.41814,330.41,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,296.97,1.84,D,0
21.82749,87.67078,333.47,0.52,0.41,2024-01-01,703,N,VIIRS,n,2,298.52,9.79,D,0
21.80085,87.34571,334.87,0.54,0.42,2024-01-01,703,N,VIIRS,n,2,299.25,5.11,D,0
20.83559,82.46269,332.73,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,298.18,2.9,D,0
20.92718,82.78354,330.42,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,298.57,1.73,D,0
21.8146,87.19958,331.01,0.55,0.42,2024-01-01,703,N,VIIRS,n,2,299.13,3.87,D,0
20.75136,81.71266,332.93,0.41,0.61,2024-01-01,703,N,VIIRS,n,2,299.2,3.84,D,0
20.74704,81.69286,330.58,0.41,0.61,2024-01-01,703,N,VIIRS,n,2,297.97,2.16,D,0
20.84457,81.98326,327.14,0.4,0.6,2024-01-01,703,N,VIIRS,l,2,297.15,1.56,D,0
21.88518,87.23381,331.09,0.54,0.42,2024-01-01,703,N,VIIRS,n,2,298.39,4.48,D,0
20.8426,81.86873,346.1,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,298.76,4.67,D,0
20.84175,81.86489,336.73,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,298.38,4.67,D,0
20.8409,81.86104,334.24,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,298.57,2.71,D,0
20.84005,81.85718,329.59,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,298.52,2.71,D,0
21.04655,82.78001,333.9,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,296.4,3.44,D,0
20.92583,81.88062,335.78,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,298.89,2.79,D,0
21.12376,82.78658,343.1,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,297.11,3.61,D,0
20.80747,81.22621,340.29,0.44,0.63,2024-01-01,703,N,VIIRS,n,2,298.38,4.25,D,0
20.79451,81.16683,327.56,0.45,0.63,2024-01-01,703,N,VIIRS,l,2,298.3,2.44,D,0
21.12436,82.78839,346.98,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,297.05,4.44,D,0
20.92475,81.88016,334.9,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,299.49,3.09,D,0
22.04644,87.29807,326.32,0.54,0.42,2024-01-01,703,N,VIIRS,n,2,297.08,3.48,D,0
20.80763,81.22633,345.67,0.44,0.62,2024-01-01,703,N,VIIRS,n,2,298.93,4.63,D,0
20.79428,81.16712,327.85,0.45,0.63,2024-01-01,703,N,VIIRS,n,2,298.64,2.49,D,0
22.05525,87.23717,331.64,0.54,0.42,2024-01-01,703,N,VIIRS,n,2,297.39,3.88,D,0
20.83136,81.09,329.78,0.45,0.63,2024-01-01,703,N,VIIRS,n,2,299.23,3.15,D,0
21.2361,82.88278,337.91,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.5,2.84,D,0
21.23541,82.87953,335.98,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.79,2.84,D,0
21.12002,82.30801,337.81,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,297.88,3.45,D,0
21.26504,82.89304,328.35,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.59,1.34,D,0
21.26095,82.87337,330.28,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,295.24,1.86,D,0
21.15688,82.43603,330.93,0.36,0.58,2024-01-01,703,N,VIIRS,n,2,297.71,1.8,D,0
21.26152,82.89241,333.54,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.57,2.57,D,0
21.25941,82.88261,333.1,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.64,2.94,D,0
21.258,82.87608,330.75,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,297.16,2.56,D,0
21.26298,82.79917,367.0,0.34,0.56,2024-01-01,703,N,VIIRS,h,2,299.77,9.36,D,0
21.26368,82.80248,347.77,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,295.88,11.39,D,0
21.26227,82.79588,351.79,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,297.38,9.36,D,0
21.15778,82.31313,336.02,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,297.03,3.43,D,0
21.157,82.30955,338.39,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,297.66,3.43,D,0
20.88009,81.03712,340.48,0.45,0.63,2024-01-01,703,N,VIIRS,n,2,299.31,5.34,D,0
21.16137,82.27834,367.0,0.37,0.58,2024-01-01,703,N,VIIRS,h,2,299.11,6.65,D,0
21.43336,83.55381,326.81,0.61,0.54,2024-01-01,703,N,VIIRS,n,2,294.71,2.32,D,0
21.16216,82.28197,339.81,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,295.36,6.65,D,0
20.8984,81.06452,327.39,0.45,0.63,2024-01-01,703,N,VIIRS,n,2,299.6,7.99,D,0
21.7191,82.43764,367.0,0.36,0.57,2024-01-01,703,N,VIIRS,h,2,301.17,8.08,D,0
21.82776,82.9574,352.36,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,300.01,3.62,D,0
22.749,87.65388,326.75,0.5,0.41,2024-01-01,703,N,VIIRS,n,2,296.85,1.54,D,0
21.78057,82.79881,331.12,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,297.5,1.75,D,0
21.69635,82.4129,329.05,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,297.95,3.02,D,0
21.82037,82.93384,335.02,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,298.76,2.12,D,0
21.71795,82.43649,367.0,0.36,0.57,2024-01-01,703,N,VIIRS,h,2,300.1,6.97,D,0
21.83624,82.98316,327.7,0.33,0.55,2024-01-01,703,N,VIIRS,l,2,297.77,2.6,D,0
21.83085,82.95802,327.33,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,298.01,3.79,D,0
21.83017,82.95486,344.95,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,298.47,3.43,D,0
21.71869,82.43989,332.36,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,298.34,6.67,D,0
21.91959,83.34998,328.6,0.62,0.54,2024-01-01,703,N,VIIRS,l,2,301.77,4.52,D,2
21.88649,83.0957,332.75,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,299.39,1.75,D,0
22.04132,83.73877,334.97,0.58,0.52,2024-01-01,703,N,VIIRS,n,2,301.54,7.12,D,2
21.87742,82.9036,329.68,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.1,1.34,D,0
21.8448,82.74943,352.61,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,299.59,5.82,D,0
21.90088,82.9146,326.74,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,296.27,1.33,D,0
21.90657,82.91654,332.16,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.09,1.33,D,0
21.79976,82.38419,367.0,0.36,0.57,2024-01-01,703,N,VIIRS,h,2,300.44,8.43,D,0
21.88789,82.77653,327.06,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.98,1.54,D,0
21.88531,82.77731,328.01,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,297.61,1.72,D,0
21.86127,82.66675,332.02,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,297.46,2.32,D,0
21.96828,83.089,328.51,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,298.47,1.39,D,0
21.95001,82.97908,327.3,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.58,2.3,D,0
21.97692,83.08054,333.08,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,297.8,4.17,D,0
21.89425,82.64515,335.2,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.19,3.29,D,0
21.91759,82.7288,335.34,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,299.62,2.87,D,0
21.88149,82.56089,328.35,0.35,0.56,2024-01-01,703,N,VIIRS,n,2,297.87,1.39,D,0
21.69403,81.7032,334.98,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,297.89,3.51,D,0
21.99023,83.04475,326.57,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,297.72,1.28,D,0
21.98237,82.95805,328.69,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.95,2.15,D,0
22.94238,87.84499,339.65,0.49,0.4,2024-01-01,703,N,VIIRS,n,2,295.96,4.65,D,0
21.8996,82.46836,336.77,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,297.94,2.45,D,0
22.93574,87.74288,326.62,0.49,0.41,2024-01-01,703,N,VIIRS,n,2,295.89,2.77,D,0
21.91353,82.4827,332.37,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,298.08,2.97,D,0
21.92372,82.3766,336.58,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,298.21,3.92,D,0
21.92262,82.37541,333.82,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,298.05,3.47,D,0
21.93447,82.35447,336.61,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,297.59,2.8,D,0
21.93372,82.35102,340.8,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,298.23,2.8,D,0
22.06462,82.9331,335.07,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.79,2.24,D,0
22.07064,82.91189,330.62,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,296.36,1.37,D,0
21.99791,82.47139,332.66,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,297.68,2.18,D,0
21.81498,81.5511,327.31,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,295.02,2.02,D,0
22.79732,86.20699,326.94,0.4,0.44,2024-01-01,703,N,VIIRS,n,2,296.44,2.11,D,2
22.79717,86.20705,327.06,0.4,0.44,2024-01-01,703,N,VIIRS,n,2,296.49,2.25,D,2
22.07479,82.52195,333.64,0.35,0.56,2024-01-01,703,N,VIIRS,n,2,297.87,2.42,D,0
21.86488,81.5179,330.84,0.4,0.6,2024-01-01,703,N,VIIRS,n,2,296.27,2.1,D,0
22.04019,82.26231,335.48,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,296.89,1.98,D,0
22.00973,82.12251,328.64,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,297.74,1.51,D,0
21.99394,82.02478,332.18,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,297.45,2.28,D,0
23.13225,87.71085,331.52,0.49,0.4,2024-01-01,703,N,VIIRS,n,2,296.01,2.7,D,0
23.14348,87.42886,331.69,0.51,0.41,2024-01-01,703,N,VIIRS,n,2,296.62,3.36,D,0
22.17249,82.49669,355.41,0.35,0.56,2024-01-01,703,N,VIIRS,n,2,296.55,5.57,D,0
23.2756,87.86407,330.72,0.48,0.4,2024-01-01,703,N,VIIRS,n,2,296.26,3.81,D,0
23.27478,87.8594,327.65,0.48,0.4,2024-01-01,703,N,VIIRS,n,2,296.56,1.78,D,0
22.33254,82.65645,333.02,0.33,0.56,2024-01-01,703,N,VIIRS,n,2,299.07,3.32,D,2
22.32102,82.5533,331.69,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.25,1.68,D,0
23.39349,87.95708,331.98,0.48,0.4,2024-01-01,703,N,VIIRS,n,2,296.95,2.65,D,0
22.22202,81.84093,335.82,0.38,0.59,2024-01-01,703,N,VIIRS,n,2,295.34,3.31,D,0
20.8945,81.04722,340.27,0.45,0.63,2024-01-01,703,N,VIIRS,n,2,297.61,3.65,D,0
20.90316,81.05877,367.0,0.45,0.63,2024-01-01,703,N,VIIRS,h,2,300.44,7.99,D,0
21.18353,82.30332,330.24,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,297.1,2.59,D,0
21.35789,83.09488,333.13,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.07,1.59,D,0
21.18883,82.30205,335.99,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,295.32,2.59,D,0
22.21979,87.45484,330.32,0.52,0.42,2024-01-01,703,N,VIIRS,n,2,299.14,3.02,D,0
21.12161,81.93983,333.84,0.39,0.6,2024-01-01,703,N,VIIRS,n,2,296.17,5.48,D,0
21.31961,82.83763,326.9,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,295.42,0.99,D,0
21.22672,82.40078,332.24,0.37,0.58,2024-01-01,703,N,VIIRS,n,2,296.73,2.41,D,0
21.33302,82.87574,328.01,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.81,1.38,D,0
21.28551,82.62526,350.04,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,297.97,3.55,D,0
20.94125,80.95738,337.68,0.46,0.63,2024-01-01,703,N,VIIRS,n,2,298.01,2.44,D,0
21.47505,83.40755,326.96,0.63,0.54,2024-01-01,703,N,VIIRS,n,2,296.36,4.03,D,0
21.09744,81.56194,328.42,0.42,0.61,2024-01-01,703,N,VIIRS,n,2,297.63,2.18,D,0
21.19469,82.08935,328.74,0.38,0.59,2024-01-01,703,N,VIIRS,n,2,297.52,0.94,D,0
22.28761,87.4691,327.44,0.52,0.42,2024-01-01,703,N,VIIRS,n,2,298.89,3.28,D,0
20.94581,80.95654,338.0,0.46,0.63,2024-01-01,703,N,VIIRS,n,2,297.72,4.48,D,0
21.23195,82.13047,367.0,0.38,0.59,2024-01-01,703,N,VIIRS,h,2,301.25,12.57,D,0
21.46871,83.23014,340.92,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,295.46,2.15,D,0
21.38772,82.79945,343.04,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,297.07,3.91,D,0
21.24482,82.11197,334.21,0.38,0.59,2024-01-01,703,N,VIIRS,n,2,297.15,4.31,D,0
20.98299,80.90541,344.79,0.46,0.63,2024-01-01,703,N,VIIRS,n,2,298.36,5.37,D,0
21.26007,82.10436,367.0,0.38,0.59,2024-01-01,703,N,VIIRS,h,2,300.91,6.48,D,0
21.4124,82.81436,330.21,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,295.66,2.59,D,0
21.05444,81.14294,333.79,0.44,0.63,2024-01-01,703,N,VIIRS,n,2,297.84,4.82,D,0
21.41465,82.72324,329.2,0.35,0.56,2024-01-01,703,N,VIIRS,n,2,296.37,2.69,D,0
21.78612,84.41218,331.78,0.53,0.5,2024-01-01,703,N,VIIRS,n,2,297.39,3.08,D,0
22.26911,86.81738,328.82,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,296.34,4.2,D,0
21.78918,84.40998,333.13,0.53,0.5,2024-01-01,703,N,VIIRS,n,2,296.94,5.06,D,0
22.26763,86.81631,333.06,0.56,0.43,2024-01-01,703,N,VIIRS,n,2,297.59,4.38,D,0
22.378,87.28031,331.78,0.53,0.42,2024-01-01,703,N,VIIRS,n,2,301.69,3.56,D,2
21.65611,83.33041,351.03,0.63,0.54,2024-01-01,703,N,VIIRS,n,2,298.67,15.11,D,0
21.5831,82.97958,348.3,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,297.72,3.01,D,0
22.49053,87.62043,328.25,0.51,0.41,2024-01-01,703,N,VIIRS,n,2,296.91,2.11,D,0
21.66223,83.30997,339.63,0.63,0.54,2024-01-01,703,N,VIIRS,n,2,298.58,4.95,D,0
21.66291,83.31393,339.4,0.63,0.54,2024-01-01,703,N,VIIRS,n,2,298.27,10.53,D,0
22.62232,88.07455,332.29,0.48,0.4,2024-01-01,703,N,VIIRS,n,2,296.12,3.18,D,0
21.68018,83.00089,332.65,0.33,0.55,2024-01-01,703,N,VIIRS,n,2,298.87,1.63,D,0
21.58764,82.38375,331.42,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,297.56,1.93,D,0
21.58665,82.38296,330.73,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,297.35,1.61,D,0
21.76317,83.14947,326.71,0.32,0.55,2024-01-01,703,N,VIIRS,l,2,297.7,1.83,D,0
21.65487,82.5958,329.36,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,297.93,1.64,D,0
21.78502,83.15404,333.85,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,298.49,2.87,D,0
21.78437,83.15097,327.23,0.32,0.55,2024-01-01,703,N,VIIRS,l,2,298.34,1.95,D,0
21.77892,82.82484,327.8,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,298.05,1.57,D,0
21.71846,82.53782,353.05,0.35,0.57,2024-01-01,703,N,VIIRS,n,2,298.92,5.75,D,0
21.69696,82.41061,329.02,0.36,0.57,2024-01-01,703,N,VIIRS,n,2,298.32,3.02,D,0
21.83985,83.0664,329.07,0.32,0.55,2024-01-01,703,N,VIIRS,n,2,299.06,1.94,D,0
21.78432,82.79972,335.38,0.34,0.56,2024-01-01,703,N,VIIRS,n,2,296.87,2.28,D,0
27.34413,92.33189,329.34,0.4,0.37,2024-01-01,704,N,VIIRS,n,2,294.42,4.15,D,0
27.34081,92.33284,335.32,0.4,0.37,2024-01-01,704,N,VIIRS,n,2,297.49,4.15,D,0
26.02352,84.6357,330.07,0.43,0.46,2024-01-01,704,N,VIIRS,n,2,290.98,2.47,D,0
25.81168,83.90373,335.78,0.48,0.48,2024-01-01,704,N,VIIRS,n,2,294.35,3.07,D,0
27.42515,94.57669,328.55,0.48,0.4,2024-01-01,704,N,VIIRS,n,2,298.29,2.06,D,0
26.80039,90.45225,332.21,0.38,0.36,2024-01-01,704,N,VIIRS,n,2,300.23,1.98,D,0
27.30268,94.57848,331.33,0.48,0.4,2024-01-01,704,N,VIIRS,n,2,297.2,2.35,D,0
26.92172,92.10754,330.16,0.4,0.37,2024-01-01,704,N,VIIRS,n,2,298.67,3.96,D,0
26.91837,92.10816,331.76,0.4,0.37,2024-01-01,704,N,VIIRS,n,2,299.34,3.96,D,0
27.14935,94.21048,328.1,0.46,0.39,2024-01-01,704,N,VIIRS,n,2,297.6,5.79,D,0
27.75626,95.00031,331.83,0.51,0.41,2024-01-01,704,N,VIIRS,n,2,297.07,2.93,D,0
23.77862,86.20927,333.5,0.38,0.43,2024-01-01,704,N,VIIRS,n,2,306.27,5.13,D,2
27.14514,94.20638,334.47,0.46,0.39,2024-01-01,704,N,VIIRS,n,2,300.39,6.96,D,0
26.80145,91.9628,328.8,0.39,0.36,2024-01-01,704,N,VIIRS,n,2,302.61,2.4,D,0
26.7995,91.96285,332.56,0.39,0.36,2024-01-01,704,N,VIIRS,n,2,301.57,3.02,D,0
27.05082,94.19576,328.04,0.46,0.39,2024-01-01,704,N,VIIRS,n,2,299.94,2.46,D,0
