latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
18.04794,73.26096,342.23,0.42,0.38,2025-02-27,812,N,VIIRS,n,2,309.9,3.86,D,0
18.07296,73.3489,347.68,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,312.75,4.84,D,0
19.25189,81.71745,334.73,0.47,0.48,2025-02-27,812,N,VIIRS,l,2,309.18,4.97,D,0
18.51292,76.15575,350.07,0.39,0.36,2025-02-27,812,N,VIIRS,n,2,319.51,8.46,D,0
18.07638,73.34824,341.76,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,309.72,2.97,D,0
19.08387,80.27139,336.1,0.57,0.43,2025-02-27,812,N,VIIRS,n,2,304.91,3.64,D,0
19.27066,81.68742,338.36,0.47,0.47,2025-02-27,812,N,VIIRS,l,2,310.59,6.63,D,0
18.07599,73.1505,367.0,0.42,0.38,2025-02-27,812,N,VIIRS,h,2,316.39,11.54,D,0
19.32456,81.87433,343.9,0.48,0.48,2025-02-27,812,N,VIIRS,n,2,305.21,3.4,D,0
18.84969,78.19011,332.39,0.45,0.39,2025-02-27,812,N,VIIRS,l,2,307.27,3.59,D,0
18.85136,78.18684,334.6,0.45,0.39,2025-02-27,812,N,VIIRS,n,2,309.59,1.61,D,0
19.32287,81.87673,331.57,0.48,0.48,2025-02-27,812,N,VIIRS,n,2,305.48,3.69,D,0
19.32235,81.87209,340.73,0.48,0.48,2025-02-27,812,N,VIIRS,n,2,305.04,3.69,D,0
18.18403,73.58165,340.02,0.41,0.37,2025-02-27,812,N,VIIRS,l,2,313.8,4.82,D,0
19.31065,81.65185,356.05,0.46,0.47,2025-02-27,812,N,VIIRS,n,2,311.5,13.45,D,0
19.30502,81.60308,343.4,0.46,0.47,2025-02-27,812,N,VIIRS,n,2,310.12,13.16,D,0
19.32778,81.72292,336.42,0.47,0.48,2025-02-27,812,N,VIIRS,l,2,308.98,3.49,D,0
19.32726,81.71836,343.06,0.47,0.48,2025-02-27,812,N,VIIRS,n,2,310.33,5.21,D,0
18.97163,78.75713,334.45,0.47,0.4,2025-02-27,812,N,VIIRS,l,2,306.84,3.96,D,0
18.9729,78.73857,332.8,0.47,0.4,2025-02-27,812,N,VIIRS,l,2,305.06,2.37,D,0
18.20871,73.51806,347.92,0.41,0.37,2025-02-27,812,N,VIIRS,n,2,312.43,5.41,D,0
18.1686,73.27206,344.2,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,312.56,5.0,D,0
19.68163,84.66816,333.41,0.37,0.58,2025-02-27,812,N,VIIRS,n,2,302.81,2.45,D,0
18.18443,73.32566,341.84,0.42,0.37,2025-02-27,812,N,VIIRS,l,2,315.76,5.24,D,0
19.16541,80.07002,341.58,0.56,0.43,2025-02-27,812,N,VIIRS,n,2,306.48,10.82,D,0
18.18915,73.33292,343.53,0.41,0.37,2025-02-27,812,N,VIIRS,l,2,317.26,5.86,D,0
18.1885,73.32896,342.59,0.42,0.37,2025-02-27,812,N,VIIRS,l,2,316.68,6.34,D,0
18.18786,73.32504,349.92,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,318.04,6.34,D,0
19.16873,80.06442,333.73,0.56,0.43,2025-02-27,812,N,VIIRS,l,2,304.08,3.14,D,0
19.02291,78.94495,336.19,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,308.34,3.45,D,0
18.19193,73.32834,355.15,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,318.32,6.34,D,0
18.99916,78.73939,335.82,0.47,0.4,2025-02-27,812,N,VIIRS,l,2,308.16,3.56,D,0
18.19536,73.32772,354.87,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,318.27,10.12,D,0
18.19472,73.32381,345.62,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,314.82,10.12,D,0
19.53983,83.09484,337.86,0.58,0.52,2025-02-27,812,N,VIIRS,n,2,304.59,6.53,D,0
18.19879,73.32712,338.87,0.42,0.37,2025-02-27,812,N,VIIRS,l,2,313.03,10.12,D,0
18.19815,73.3232,343.81,0.42,0.37,2025-02-27,812,N,VIIRS,l,2,318.26,10.12,D,0
19.01078,78.57827,338.67,0.46,0.39,2025-02-27,812,N,VIIRS,l,2,310.45,4.7,D,0
18.28191,73.62516,341.44,0.41,0.37,2025-02-27,812,N,VIIRS,n,2,308.3,8.49,D,0
19.01128,78.5793,342.85,0.47,0.39,2025-02-27,812,N,VIIRS,n,2,311.05,5.7,D,0
18.28235,73.62503,339.28,0.41,0.37,2025-02-27,812,N,VIIRS,n,2,310.58,10.56,D,0
18.86975,77.37553,340.11,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,314.9,2.35,D,0
18.31902,73.70053,344.38,0.4,0.37,2025-02-27,812,N,VIIRS,n,2,310.5,2.54,D,0
18.28337,73.35252,338.51,0.41,0.37,2025-02-27,812,N,VIIRS,l,2,310.06,3.08,D,0
18.28679,73.35191,337.88,0.41,0.37,2025-02-27,812,N,VIIRS,l,2,308.67,3.99,D,0
19.11778,78.87618,339.59,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,310.33,6.31,D,0
19.11717,78.87161,348.75,0.48,0.4,2025-02-27,812,N,VIIRS,n,2,312.46,4.97,D,0
19.11657,78.86707,336.15,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,308.98,4.97,D,0
19.12087,78.87109,335.91,0.48,0.4,2025-02-27,812,N,VIIRS,n,2,307.74,4.97,D,0
18.4844,74.45757,336.48,0.39,0.36,2025-02-27,812,N,VIIRS,n,2,310.87,2.82,D,0
19.12947,78.79509,335.02,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,309.54,4.47,D,0
19.10635,78.62407,344.84,0.47,0.4,2025-02-27,812,N,VIIRS,n,2,308.3,4.59,D,0
19.11061,78.62801,337.95,0.47,0.4,2025-02-27,812,N,VIIRS,n,2,307.29,4.1,D,0
19.11,78.62353,347.3,0.47,0.4,2025-02-27,812,N,VIIRS,n,2,309.29,4.59,D,0
19.13808,78.80328,338.25,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,309.59,5.93,D,0
19.13318,78.76701,341.97,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,313.47,4.15,D,0
19.13685,78.76642,338.9,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,312.7,4.15,D,0
19.11421,78.54559,344.44,0.46,0.39,2025-02-27,812,N,VIIRS,n,2,308.6,5.35,D,0
19.11237,78.53214,344.29,0.46,0.39,2025-02-27,812,N,VIIRS,n,2,311.0,3.92,D,0
18.33336,73.29122,347.44,0.42,0.37,2025-02-27,812,N,VIIRS,n,2,315.08,6.89,D,0
19.11437,78.54662,339.88,0.46,0.39,2025-02-27,812,N,VIIRS,n,2,309.14,7.22,D,0
19.11378,78.54208,333.0,0.46,0.39,2025-02-27,812,N,VIIRS,l,2,307.6,3.1,D,0
19.1126,78.53312,345.34,0.46,0.39,2025-02-27,812,N,VIIRS,n,2,312.26,6.07,D,0
18.34253,73.28973,348.32,0.41,0.37,2025-02-27,812,N,VIIRS,n,2,314.13,10.65,D,0
19.01553,77.57336,349.02,0.42,0.38,2025-02-27,812,N,VIIRS,n,2,320.89,26.05,D,0
19.63772,82.49429,338.71,0.53,0.5,2025-02-27,812,N,VIIRS,n,2,308.61,3.75,D,0
19.25699,79.32314,354.35,0.51,0.41,2025-02-27,812,N,VIIRS,n,2,314.38,9.39,D,0
19.18475,78.76982,344.72,0.48,0.4,2025-02-27,812,N,VIIRS,n,2,311.44,5.73,D,0
18.32245,72.97537,335.94,0.43,0.38,2025-02-27,812,N,VIIRS,n,2,309.92,3.72,D,0
19.6083,82.14949,341.54,0.5,0.49,2025-02-27,812,N,VIIRS,n,2,307.54,3.24,D,0
18.39557,73.37669,338.26,0.41,0.37,2025-02-27,812,N,VIIRS,n,2,310.07,3.24,D,0
19.61293,82.14954,333.45,0.5,0.49,2025-02-27,812,N,VIIRS,l,2,307.67,6.05,D,0
19.20788,78.8028,336.33,0.48,0.4,2025-02-27,812,N,VIIRS,l,2,310.55,4.54,D,0
18.40138,73.34753,338.96,0.41,0.37,2025-02-27,812,N,VIIRS,l,2,313.94,3.31,D,0
19.21218,78.80687,342.06,0.48,0.4,2025-02-27,812,N,VIIRS,n,2,308.8,4.74,D,0
18.86442,76.27219,352.04,0.39,0.36,2025-02-27,812,N,VIIRS,n,2,319.39,11.26,D,0
18.86831,76.27538,367.0,0.39,0.36,2025-02-27,812,N,VIIRS,h,2,319.67,13.64,D,0
18.86776,76.27166,367.0,0.39,0.36,2025-02-27,812,N,VIIRS,l,2,325.57,46.4,D,0
19.24052,78.8782,343.22,0.48,0.4,2025-02-27,812,N,VIIRS,n,2,309.69,4.02,D,0
19.24422,78.87764,341.17,0.48,0.4,2025-02-27,812,N,VIIRS,n,2,308.87,4.02,D,0
19.14817,78.14349,337.0,0.45,0.39,2025-02-27,812,N,VIIRS,l,2,310.57,5.08,D,0
20.0486,85.60266,330.22,0.43,0.62,2025-02-27,812,N,VIIRS,n,2,294.82,2.06,D,0
19.71249,82.48658,335.59,0.53,0.5,2025-02-27,812,N,VIIRS,n,2,307.91,2.81,D,0
19.7054,82.42563,341.57,0.53,0.5,2025-02-27,812,N,VIIRS,n,2,309.74,3.16,D,0
19.28885,79.04103,338.31,0.49,0.4,2025-02-27,812,N,VIIRS,n,2,313.24,2.15,D,0
21.92017,83.35326,344.56,0.32,0.55,2025-02-27,813,N,VIIRS,n,2,309.61,2.95,D,2
21.91985,83.35009,336.91,0.32,0.55,2025-02-27,813,N,VIIRS,n,2,310.56,2.95,D,2
21.99442,84.03188,339.3,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,306.28,2.8,D,0
21.9507,83.49829,343.35,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,303.44,3.64,D,0
21.93027,83.20539,340.01,0.63,0.54,2025-02-27,813,N,VIIRS,n,2,308.25,5.82,D,0
21.92342,83.35134,334.49,0.32,0.55,2025-02-27,813,N,VIIRS,l,2,306.64,3.94,D,2
20.63738,73.34834,347.54,0.4,0.37,2025-02-27,813,N,VIIRS,n,2,311.21,3.31,D,0
21.99326,84.03473,331.71,0.36,0.57,2025-02-27,813,N,VIIRS,l,2,305.46,1.7,D,0
21.99293,84.03119,334.73,0.36,0.57,2025-02-27,813,N,VIIRS,l,2,306.73,2.36,D,0
21.95293,83.4966,351.33,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,305.73,3.85,D,0
21.60915,80.2723,341.61,0.41,0.45,2025-02-27,813,N,VIIRS,n,2,313.03,2.27,D,0
21.92947,83.20371,335.18,0.63,0.54,2025-02-27,813,N,VIIRS,l,2,307.49,6.89,D,0
22.0175,84.06409,341.99,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,305.25,5.5,D,0
22.03082,84.09119,335.19,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,303.15,1.52,D,0
21.13427,76.47418,339.45,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,313.98,2.4,D,0
21.1337,76.47018,339.57,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,312.67,2.4,D,0
21.13599,76.46175,351.59,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,312.96,6.17,D,0
21.95465,83.20092,344.19,0.63,0.54,2025-02-27,813,N,VIIRS,n,2,306.55,12.77,D,0
21.14049,76.46897,340.36,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,315.33,5.48,D,0
20.64664,73.10523,338.47,0.4,0.37,2025-02-27,813,N,VIIRS,l,2,313.17,4.02,D,0
22.03892,83.7337,367.0,0.34,0.56,2025-02-27,813,N,VIIRS,h,2,315.96,8.46,D,2
21.18479,76.63437,353.7,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,314.4,5.99,D,0
22.06345,83.92832,367.0,0.35,0.57,2025-02-27,813,N,VIIRS,h,2,305.69,22.43,D,0
22.04414,83.73325,367.0,0.34,0.56,2025-02-27,813,N,VIIRS,h,2,314.07,10.97,D,2
22.04381,83.72986,367.0,0.34,0.56,2025-02-27,813,N,VIIRS,h,2,316.61,10.97,D,2
22.06311,83.92487,353.32,0.35,0.57,2025-02-27,813,N,VIIRS,n,2,316.43,11.29,D,0
22.06277,83.92141,343.5,0.35,0.57,2025-02-27,813,N,VIIRS,n,2,306.87,11.29,D,0
21.18876,76.63772,342.52,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,309.36,4.02,D,0
21.1882,76.6338,335.09,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,307.89,3.27,D,0
21.18766,76.62991,341.44,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,313.34,3.27,D,0
20.98259,75.90658,341.1,0.39,0.36,2025-02-27,813,N,VIIRS,l,2,314.44,3.69,D,0
22.06805,83.92081,339.81,0.35,0.57,2025-02-27,813,N,VIIRS,n,2,308.56,11.29,D,0
21.19219,76.63721,333.9,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,307.08,4.02,D,0
21.16331,76.4337,340.59,0.4,0.37,2025-02-27,813,N,VIIRS,l,2,314.18,1.26,D,0
21.18892,76.58944,340.13,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,312.61,3.58,D,0
21.16672,76.43322,338.3,0.4,0.37,2025-02-27,813,N,VIIRS,l,2,312.29,1.27,D,0
21.16449,76.4176,345.34,0.4,0.37,2025-02-27,813,N,VIIRS,l,2,315.83,2.99,D,0
22.08624,83.99653,339.78,0.35,0.57,2025-02-27,813,N,VIIRS,n,2,307.34,2.35,D,0
22.08589,83.993,333.17,0.35,0.57,2025-02-27,813,N,VIIRS,l,2,304.91,1.78,D,0
22.04798,83.61442,334.54,0.34,0.56,2025-02-27,813,N,VIIRS,n,2,302.85,4.74,D,0
22.04764,83.61111,344.38,0.33,0.56,2025-02-27,813,N,VIIRS,n,2,303.0,3.67,D,0
22.10724,84.15478,355.55,0.36,0.58,2025-02-27,813,N,VIIRS,n,2,305.46,5.25,D,0
22.10689,84.15117,353.98,0.36,0.58,2025-02-27,813,N,VIIRS,n,2,306.32,5.25,D,0
21.97329,82.84508,346.96,0.6,0.53,2025-02-27,813,N,VIIRS,n,2,308.42,12.4,D,0
21.16632,76.38169,339.37,0.4,0.37,2025-02-27,813,N,VIIRS,l,2,313.65,12.89,D,0
22.11225,84.15057,338.67,0.36,0.58,2025-02-27,813,N,VIIRS,n,2,307.62,5.25,D,0
22.07948,83.82195,331.62,0.35,0.56,2025-02-27,813,N,VIIRS,l,2,306.51,3.35,D,0
22.08962,83.81736,334.47,0.35,0.56,2025-02-27,813,N,VIIRS,l,2,305.17,3.68,D,0
21.97498,82.8481,341.75,0.6,0.53,2025-02-27,813,N,VIIRS,n,2,305.45,7.4,D,0
21.9744,82.8422,337.63,0.6,0.53,2025-02-27,813,N,VIIRS,l,2,307.88,6.62,D,0
22.08961,83.99426,345.62,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,306.94,3.49,D,0
22.10955,84.15278,367.0,0.36,0.58,2025-02-27,813,N,VIIRS,h,2,309.96,7.31,D,0
22.10922,84.14917,337.72,0.36,0.58,2025-02-27,813,N,VIIRS,n,2,305.75,7.31,D,0
22.08874,83.92696,333.59,0.35,0.57,2025-02-27,813,N,VIIRS,l,2,306.65,1.5,D,0
22.0791,83.82346,335.15,0.35,0.56,2025-02-27,813,N,VIIRS,l,2,308.95,2.58,D,0
21.64302,79.72419,340.7,0.57,0.43,2025-02-27,813,N,VIIRS,n,2,307.12,5.55,D,0
22.03943,83.35151,337.15,0.32,0.55,2025-02-27,813,N,VIIRS,l,2,309.96,2.73,D,2
22.07993,83.55569,343.81,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,306.06,3.08,D,0
22.04204,83.16924,335.61,0.63,0.54,2025-02-27,813,N,VIIRS,n,2,305.3,4.88,D,0
22.09995,83.49434,345.65,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,309.47,3.64,D,0
22.16181,84.07559,338.26,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,307.17,4.01,D,0
22.13687,83.81712,353.38,0.35,0.56,2025-02-27,813,N,VIIRS,n,2,306.32,6.35,D,0
22.13654,83.81368,351.72,0.35,0.56,2025-02-27,813,N,VIIRS,n,2,306.08,6.35,D,0
21.65353,79.4453,331.16,0.55,0.43,2025-02-27,813,N,VIIRS,n,2,292.32,3.55,D,0
21.29502,76.72714,349.37,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,324.28,30.18,D,0
22.10992,83.49004,367.0,0.33,0.55,2025-02-27,813,N,VIIRS,h,2,309.19,5.47,D,0
22.13845,83.77898,354.21,0.34,0.56,2025-02-27,813,N,VIIRS,n,2,305.02,9.25,D,0
22.10961,83.48685,336.37,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,305.83,5.47,D,0
22.16907,84.03896,353.54,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,307.68,4.01,D,0
21.45157,77.8182,333.0,0.45,0.39,2025-02-27,813,N,VIIRS,l,2,307.4,1.79,D,0
21.26128,76.43831,339.03,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,311.2,4.4,D,0
22.11439,83.43097,367.0,0.33,0.55,2025-02-27,813,N,VIIRS,h,2,310.64,10.4,D,0
22.11406,83.42777,367.0,0.33,0.55,2025-02-27,813,N,VIIRS,h,2,309.79,10.4,D,0
22.11374,83.42458,348.33,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,309.73,6.0,D,0
21.26524,76.44164,348.44,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,315.15,10.41,D,0
21.26469,76.43776,349.04,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,312.56,4.4,D,0
22.15849,83.82108,330.09,0.35,0.56,2025-02-27,813,N,VIIRS,l,2,304.29,3.56,D,0
22.11918,83.42715,338.15,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,310.27,7.42,D,0
22.11886,83.42397,351.58,0.33,0.55,2025-02-27,813,N,VIIRS,n,2,309.69,6.88,D,0
22.12071,83.39124,331.73,0.32,0.55,2025-02-27,813,N,VIIRS,n,2,306.07,1.26,D,0
22.202,84.10014,339.58,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,305.71,2.98,D,0
22.08023,82.8538,344.42,0.6,0.53,2025-02-27,813,N,VIIRS,n,2,310.21,11.56,D,0
21.64601,78.95016,335.33,0.52,0.41,2025-02-27,813,N,VIIRS,n,2,279.76,11.18,D,0
22.07671,82.8522,339.16,0.6,0.53,2025-02-27,813,N,VIIRS,n,2,306.09,10.91,D,0
21.64426,78.94759,337.86,0.52,0.41,2025-02-27,813,N,VIIRS,n,2,280.63,6.04,D,0
21.64808,78.94705,337.32,0.52,0.41,2025-02-27,813,N,VIIRS,n,2,280.15,6.04,D,0
21.76153,79.78402,338.44,0.38,0.44,2025-02-27,813,N,VIIRS,n,2,310.35,2.23,D,0
22.15066,83.35072,335.43,0.32,0.55,2025-02-27,813,N,VIIRS,l,2,306.87,1.69,D,0
21.76555,79.78345,335.13,0.38,0.44,2025-02-27,813,N,VIIRS,n,2,309.66,2.23,D,0
22.30092,84.36854,336.38,0.38,0.59,2025-02-27,813,N,VIIRS,n,2,301.73,2.25,D,0
22.28022,84.03677,335.23,0.36,0.57,2025-02-27,813,N,VIIRS,n,2,307.33,3.23,D,0
22.23395,83.40926,331.12,0.33,0.55,2025-02-27,813,N,VIIRS,l,2,304.03,1.85,D,0
21.51513,77.14925,337.3,0.43,0.38,2025-02-27,813,N,VIIRS,l,2,312.14,1.22,D,0
22.2069,82.74683,331.05,0.59,0.53,2025-02-27,813,N,VIIRS,l,2,304.34,2.18,D,0
21.23946,75.0182,330.14,0.38,0.36,2025-02-27,813,N,VIIRS,l,2,304.43,1.43,D,0
22.2732,83.36503,330.98,0.33,0.55,2025-02-27,813,N,VIIRS,l,2,304.37,1.41,D,0
22.28511,83.32858,335.45,0.32,0.55,2025-02-27,813,N,VIIRS,n,2,304.52,1.99,D,0
21.72741,78.33467,340.62,0.48,0.4,2025-02-27,813,N,VIIRS,n,2,294.23,7.33,D,0
22.5625,85.9256,337.06,0.48,0.64,2025-02-27,813,N,VIIRS,n,2,300.9,5.89,D,0
21.69102,77.88881,340.26,0.46,0.39,2025-02-27,813,N,VIIRS,l,2,313.18,5.09,D,0
21.65012,77.24014,348.6,0.43,0.38,2025-02-27,813,N,VIIRS,n,2,313.1,15.68,D,0
21.65307,77.23544,336.19,0.43,0.38,2025-02-27,813,N,VIIRS,l,2,310.33,2.56,D,0
21.09028,73.23042,336.14,0.4,0.37,2025-02-27,813,N,VIIRS,n,2,309.5,3.67,D,0
22.32246,82.45284,344.04,0.57,0.52,2025-02-27,813,N,VIIRS,n,2,307.89,4.39,D,0
21.62501,76.74608,350.12,0.42,0.37,2025-02-27,813,N,VIIRS,n,2,315.04,5.49,D,0
22.31107,82.25357,336.84,0.55,0.51,2025-02-27,813,N,VIIRS,l,2,306.98,3.94,D,0
22.3164,82.25842,341.84,0.55,0.51,2025-02-27,813,N,VIIRS,n,2,305.3,5.96,D,0
21.67513,76.92828,334.14,0.42,0.38,2025-02-27,813,N,VIIRS,l,2,307.62,2.71,D,0
21.67063,76.89594,332.21,0.42,0.38,2025-02-27,813,N,VIIRS,l,2,304.72,1.49,D,0
22.29347,81.79948,333.65,0.52,0.5,2025-02-27,813,N,VIIRS,l,2,307.75,4.96,D,0
21.18536,73.29929,342.4,0.4,0.37,2025-02-27,813,N,VIIRS,n,2,310.24,3.3,D,0
21.73744,76.98593,340.35,0.42,0.38,2025-02-27,813,N,VIIRS,l,2,314.35,2.82,D,0
21.74383,76.98064,338.9,0.42,0.38,2025-02-27,813,N,VIIRS,l,2,311.41,3.53,D,0
21.7473,76.98006,340.47,0.42,0.38,2025-02-27,813,N,VIIRS,l,2,312.83,2.54,D,0
21.10347,72.64717,346.22,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,311.01,6.76,D,2
21.10151,72.63529,340.06,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,314.46,7.18,D,2
21.10689,72.64653,349.99,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,311.74,8.31,D,2
21.57969,75.60206,330.47,0.39,0.36,2025-02-27,813,N,VIIRS,n,2,295.96,1.52,D,0
21.80907,77.11819,347.24,0.43,0.38,2025-02-27,813,N,VIIRS,n,2,312.46,9.22,D,0
21.16249,72.68502,337.59,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,307.02,2.14,D,0
21.16591,72.68438,337.16,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,308.41,2.14,D,0
21.98676,84.28516,344.73,0.37,0.58,2025-02-27,813,N,VIIRS,n,2,307.31,5.12,D,0
21.16564,72.68476,334.19,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,308.26,2.55,D,0
20.8916,71.07012,337.08,0.48,0.4,2025-02-27,813,N,VIIRS,n,2,309.73,2.68,D,0
21.80941,76.90408,350.56,0.42,0.38,2025-02-27,813,N,VIIRS,n,2,315.14,6.66,D,0
21.17589,72.68286,338.2,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,310.84,4.47,D,0
20.95315,71.11942,348.39,0.47,0.4,2025-02-27,813,N,VIIRS,n,2,313.34,5.58,D,0
20.85418,70.53638,336.25,0.51,0.41,2025-02-27,813,N,VIIRS,n,2,309.93,9.74,D,0
20.9062,70.48251,337.16,0.51,0.41,2025-02-27,813,N,VIIRS,n,2,305.99,6.32,D,0
21.14575,71.56348,340.91,0.45,0.39,2025-02-27,813,N,VIIRS,n,2,313.87,4.29,D,0
21.58281,74.20612,336.62,0.38,0.36,2025-02-27,813,N,VIIRS,l,2,309.18,1.42,D,0
22.31037,79.39198,339.08,0.56,0.43,2025-02-27,813,N,VIIRS,n,2,307.9,9.15,D,0
20.98133,70.35536,332.15,0.52,0.41,2025-02-27,813,N,VIIRS,n,2,306.65,2.12,D,0
22.35323,79.29079,348.4,0.55,0.43,2025-02-27,813,N,VIIRS,n,2,320.65,62.38,D,0
