latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
18.3865,80.2496,336.4,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.11,3.04,D,0
18.79903,83.1176,357.04,0.44,0.39,2025-04-01,752,N,VIIRS,l,2,307.28,11.01,D,0
18.39037,80.25267,353.51,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,308.53,6.14,D,0
18.38981,80.24905,337.26,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.83,3.04,D,0
18.81544,83.1852,339.81,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,308.47,16.8,D,0
18.8142,83.17596,338.45,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,307.58,60.37,D,0
18.80967,83.14251,330.52,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,304.4,1.59,D,0
18.39313,80.2485,338.2,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,308.07,7.13,D,0
17.4026,74.4236,336.56,0.44,0.46,2025-04-01,752,N,VIIRS,l,2,307.63,2.58,D,0
18.81483,83.18062,356.87,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,313.43,16.8,D,0
18.81899,83.18454,338.23,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,308.11,16.8,D,0
18.81838,83.17996,356.76,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,316.2,16.8,D,0
18.39644,80.24793,348.07,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.64,7.13,D,0
18.82192,83.17928,336.8,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,302.92,9.61,D,0
18.82131,83.17476,346.51,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,311.91,31.6,D,0
17.67072,75.84303,338.04,0.54,0.42,2025-04-01,752,N,VIIRS,n,2,307.59,5.45,D,0
18.82669,83.18761,337.9,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,306.5,6.03,D,0
18.82488,83.17424,347.04,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,302.04,31.6,D,0
18.83141,83.19552,336.37,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,306.45,16.99,D,0
18.83082,83.1912,352.04,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,322.06,20.39,D,0
18.83023,83.18685,340.11,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,310.24,20.39,D,0
18.82901,83.17787,333.67,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,301.91,9.05,D,0
18.82846,83.17381,342.96,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,310.05,21.25,D,0
18.88215,83.54422,338.49,0.46,0.39,2025-04-01,752,N,VIIRS,n,2,309.36,4.62,D,0
18.83495,83.1947,337.47,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,310.51,16.99,D,0
18.83436,83.19038,347.0,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,308.77,20.39,D,0
18.83377,83.1861,331.98,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,301.57,20.39,D,0
18.44168,80.41145,336.05,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,307.57,2.92,D,0
18.44114,80.40783,332.84,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,307.37,2.92,D,0
18.42682,80.31351,332.51,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,306.92,1.77,D,0
17.44064,74.46292,338.44,0.44,0.46,2025-04-01,752,N,VIIRS,n,2,306.06,1.5,D,0
18.85643,83.27213,335.05,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,309.59,1.79,D,0
18.43565,80.32692,342.54,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.66,2.78,D,0
17.8548,76.73836,338.22,0.48,0.4,2025-04-01,752,N,VIIRS,l,2,311.82,4.54,D,0
18.40796,80.1009,336.96,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.94,1.8,D,0
19.02655,84.43424,337.57,0.52,0.41,2025-04-01,752,N,VIIRS,n,2,308.45,7.86,D,0
18.86013,83.1923,334.28,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,305.24,3.36,D,0
18.52665,80.86349,335.32,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,307.52,1.33,D,0
19.03029,84.43311,336.15,0.52,0.41,2025-04-01,752,N,VIIRS,n,2,305.05,7.86,D,0
18.86372,83.19189,340.61,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,307.21,3.36,D,0
18.74383,82.16049,332.69,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,307.53,0.92,D,0
18.94745,83.53368,338.32,0.46,0.39,2025-04-01,752,N,VIIRS,n,2,307.21,2.7,D,0
18.46104,80.1813,333.39,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,306.19,1.51,D,0
18.92751,83.41117,337.47,0.46,0.39,2025-04-01,752,N,VIIRS,n,2,307.33,39.04,D,0
18.58285,80.95113,334.77,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,307.06,3.01,D,0
18.92694,83.40684,314.18,0.46,0.39,2025-04-01,752,N,VIIRS,l,2,315.23,39.89,D,0
18.94751,83.53458,338.04,0.47,0.39,2025-04-01,752,N,VIIRS,n,2,306.51,3.29,D,0
18.76123,82.16545,332.28,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,306.72,4.51,D,0
18.76068,82.16154,349.49,0.41,0.37,2025-04-01,752,N,VIIRS,n,2,309.6,4.51,D,0
17.81683,76.16605,339.61,0.52,0.41,2025-04-01,752,N,VIIRS,l,2,312.81,5.58,D,0
18.41508,79.73355,338.4,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,306.91,4.0,D,0
18.59521,80.89652,336.93,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,304.65,0.93,D,0
18.94749,83.3677,343.7,0.46,0.39,2025-04-01,752,N,VIIRS,n,2,310.99,4.9,D,0
18.57188,80.7171,337.84,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,308.61,3.45,D,0
18.95111,83.36729,347.84,0.46,0.39,2025-04-01,752,N,VIIRS,n,2,309.35,4.9,D,0
19.09439,84.43046,337.85,0.52,0.41,2025-04-01,752,N,VIIRS,n,2,305.41,5.46,D,0
18.92464,83.14392,339.06,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,313.52,2.91,D,0
18.61076,80.88648,336.24,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,303.59,1.51,D,0
18.98146,83.4836,342.61,0.46,0.39,2025-04-01,752,N,VIIRS,n,2,307.95,3.6,D,0
18.52432,80.28915,338.57,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.86,4.31,D,0
18.9851,83.48315,332.27,0.46,0.39,2025-04-01,752,N,VIIRS,l,2,305.42,1.76,D,0
18.54143,80.35699,332.17,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,307.07,1.53,D,0
18.55739,80.43994,335.11,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,307.03,1.63,D,0
17.66657,75.0354,338.68,0.4,0.44,2025-04-01,752,N,VIIRS,n,2,304.25,1.74,D,0
19.03713,83.73209,349.52,0.48,0.4,2025-04-01,752,N,VIIRS,n,2,312.34,8.49,D,0
18.96474,83.19761,346.29,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,306.83,5.46,D,0
19.04081,83.73159,348.94,0.48,0.4,2025-04-01,752,N,VIIRS,n,2,309.56,7.73,D,0
18.87892,82.52693,337.61,0.42,0.38,2025-04-01,752,N,VIIRS,l,2,310.29,3.97,D,0
18.08833,77.34535,341.22,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,314.3,4.52,D,0
17.89562,76.19149,336.94,0.51,0.41,2025-04-01,752,N,VIIRS,l,2,311.76,5.42,D,0
19.14315,84.35737,348.45,0.51,0.41,2025-04-01,752,N,VIIRS,n,2,311.26,20.72,D,0
19.14243,84.35198,353.89,0.51,0.41,2025-04-01,752,N,VIIRS,n,2,308.65,12.48,D,0
18.80474,81.85912,333.7,0.4,0.37,2025-04-01,752,N,VIIRS,l,2,308.65,2.2,D,0
18.59879,80.46654,337.62,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,307.25,2.3,D,0
19.07513,83.7635,339.24,0.48,0.4,2025-04-01,752,N,VIIRS,n,2,309.27,5.98,D,0
18.95298,82.87697,332.97,0.44,0.38,2025-04-01,752,N,VIIRS,l,2,307.56,3.02,D,0
18.51896,79.87661,330.41,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,304.95,1.02,D,0
19.07794,83.76476,338.78,0.48,0.4,2025-04-01,752,N,VIIRS,n,2,308.08,3.51,D,0
18.52628,79.88261,332.66,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,306.17,1.99,D,0
18.5296,79.88206,335.53,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,305.51,1.99,D,0
18.94759,82.73122,344.57,0.43,0.38,2025-04-01,752,N,VIIRS,n,2,311.49,7.27,D,0
18.53348,79.88512,330.9,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,305.53,0.9,D,0
18.58086,80.17149,336.62,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,307.85,2.34,D,0
18.95865,82.73366,350.9,0.43,0.38,2025-04-01,752,N,VIIRS,n,2,313.96,25.87,D,0
18.64144,80.52625,332.87,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,304.62,1.23,D,0
18.58139,80.13046,337.49,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.72,1.63,D,0
18.64531,80.52934,335.1,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,304.97,2.45,D,0
18.64476,80.52569,344.19,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,304.55,1.54,D,0
18.58969,80.16256,330.75,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,305.26,0.93,D,0
18.64808,80.52514,331.98,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,305.15,1.54,D,0
18.54274,79.83501,339.99,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,305.51,2.13,D,0
18.54218,79.83136,339.51,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,302.86,2.13,D,0
18.28262,78.20662,339.44,0.42,0.37,2025-04-01,752,N,VIIRS,l,2,313.34,6.03,D,0
18.58076,80.0598,330.76,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,304.2,1.51,D,0
19.02794,83.10981,337.25,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,306.02,1.93,D,0
18.23969,77.88291,337.54,0.43,0.38,2025-04-01,752,N,VIIRS,l,2,310.37,7.08,D,0
18.93554,82.41251,337.38,0.42,0.38,2025-04-01,752,N,VIIRS,l,2,307.98,3.09,D,0
18.61678,80.20642,338.02,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.85,3.78,D,0
18.35409,78.53635,336.67,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,309.74,6.32,D,0
18.35347,78.53252,338.0,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,311.77,6.36,D,0
18.99482,82.73655,338.06,0.43,0.38,2025-04-01,752,N,VIIRS,l,2,310.33,3.08,D,0
19.06571,83.22695,343.93,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,312.97,5.22,D,0
18.66091,80.40755,342.3,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.8,3.15,D,0
18.66036,80.40392,336.86,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.01,2.41,D,0
18.66477,80.41063,337.51,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.67,3.15,D,0
18.66092,80.38519,332.46,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,307.43,3.37,D,0
18.17549,77.34782,337.08,0.45,0.39,2025-04-01,752,N,VIIRS,l,2,311.41,3.9,D,0
19.19221,84.05893,339.55,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,304.15,3.47,D,0
19.21579,84.15044,336.9,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,307.52,4.12,D,0
19.13275,83.50338,337.04,0.47,0.39,2025-04-01,752,N,VIIRS,n,2,306.81,2.07,D,0
19.09088,83.17063,343.68,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,309.55,3.84,D,0
19.05535,82.86217,338.78,0.44,0.38,2025-04-01,752,N,VIIRS,l,2,311.32,7.61,D,0
18.95726,82.1431,343.77,0.41,0.37,2025-04-01,752,N,VIIRS,n,2,305.43,5.14,D,0
18.69407,80.35732,350.21,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,308.9,5.91,D,0
18.69685,80.35316,334.59,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,308.52,1.35,D,0
19.05383,82.77428,337.08,0.43,0.38,2025-04-01,752,N,VIIRS,l,2,311.13,4.01,D,0
19.24112,84.11021,335.79,0.5,0.41,2025-04-01,752,N,VIIRS,l,2,306.23,3.21,D,0
19.23008,84.02831,345.78,0.49,0.41,2025-04-01,752,N,VIIRS,n,2,310.06,10.57,D,0
19.22949,84.0239,350.66,0.49,0.41,2025-04-01,752,N,VIIRS,n,2,308.06,10.57,D,0
19.05385,82.77457,338.19,0.43,0.38,2025-04-01,752,N,VIIRS,l,2,311.54,4.38,D,0
18.74595,80.61669,333.57,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,306.87,1.48,D,0
18.74981,80.61978,332.54,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,306.36,1.48,D,0
19.2407,84.1068,337.53,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,306.9,5.46,D,0
19.2308,84.02966,345.74,0.49,0.41,2025-04-01,752,N,VIIRS,n,2,307.35,61.39,D,0
18.75973,80.64054,346.64,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,306.39,3.98,D,0
19.2352,84.03426,343.21,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,305.83,5.94,D,0
19.23396,84.0246,341.76,0.49,0.41,2025-04-01,752,N,VIIRS,n,2,306.41,52.89,D,0
19.23225,84.01141,342.74,0.49,0.41,2025-04-01,752,N,VIIRS,n,2,307.27,9.08,D,0
19.14393,83.33701,332.58,0.46,0.39,2025-04-01,752,N,VIIRS,l,2,305.57,3.53,D,0
19.23893,84.03357,346.95,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,305.27,5.94,D,0
18.77345,80.68687,337.22,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,305.65,3.04,D,0
18.98608,82.13043,332.89,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,306.9,1.95,D,0
18.89451,81.48777,335.1,0.4,0.37,2025-04-01,752,N,VIIRS,l,2,308.52,2.93,D,0
19.07565,82.75045,347.32,0.43,0.38,2025-04-01,752,N,VIIRS,n,2,306.87,2.53,D,0
18.89787,81.48726,342.13,0.4,0.37,2025-04-01,752,N,VIIRS,n,2,307.92,2.93,D,0
18.81056,80.89056,331.48,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,305.57,0.76,D,0
18.69263,80.06272,336.66,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.13,4.22,D,0
17.81309,74.8568,349.39,0.41,0.45,2025-04-01,752,N,VIIRS,n,2,303.68,7.43,D,0
19.25951,84.01588,333.17,0.49,0.41,2025-04-01,752,N,VIIRS,l,2,306.01,2.15,D,0
19.01262,82.19448,344.05,0.41,0.37,2025-04-01,752,N,VIIRS,n,2,304.91,3.69,D,0
19.01207,82.19057,330.05,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,304.54,1.78,D,0
17.7658,74.55522,342.69,0.43,0.46,2025-04-01,752,N,VIIRS,n,2,308.24,3.12,D,0
19.21373,83.6111,336.66,0.47,0.4,2025-04-01,752,N,VIIRS,n,2,304.73,2.5,D,0
18.81044,80.72942,331.77,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,304.46,0.99,D,0
18.79569,80.63084,335.62,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,304.79,3.29,D,0
18.41818,78.22256,340.95,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,315.57,5.93,D,0
18.41754,78.21867,344.51,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,315.32,9.1,D,0
18.4216,78.22194,340.65,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,314.29,5.93,D,0
19.19557,83.3924,337.48,0.46,0.39,2025-04-01,752,N,VIIRS,l,2,308.69,4.73,D,0
19.19495,83.38779,333.27,0.46,0.39,2025-04-01,752,N,VIIRS,l,2,307.96,2.78,D,0
19.30321,84.17467,333.12,0.5,0.41,2025-04-01,752,N,VIIRS,l,2,306.88,3.47,D,0
19.3026,84.16997,336.15,0.5,0.41,2025-04-01,752,N,VIIRS,l,2,306.49,3.47,D,0
17.88088,75.04295,335.49,0.4,0.44,2025-04-01,752,N,VIIRS,n,2,303.6,1.6,D,0
19.28392,83.99863,339.43,0.49,0.41,2025-04-01,752,N,VIIRS,n,2,304.89,5.93,D,0
18.80295,80.58857,331.47,0.39,0.36,2025-04-01,752,N,VIIRS,l,2,305.38,1.26,D,0
18.49869,78.6323,336.89,0.4,0.37,2025-04-01,752,N,VIIRS,l,2,309.07,3.84,D,0
19.28767,83.99822,332.29,0.49,0.41,2025-04-01,752,N,VIIRS,l,2,304.29,5.93,D,0
19.11949,82.75644,353.04,0.43,0.38,2025-04-01,752,N,VIIRS,n,2,308.16,7.42,D,0
18.44482,78.27785,338.47,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,308.34,3.27,D,0
19.12414,82.7641,347.57,0.43,0.38,2025-04-01,752,N,VIIRS,n,2,311.4,11.83,D,0
19.12301,82.75591,340.48,0.43,0.38,2025-04-01,752,N,VIIRS,n,2,308.39,4.69,D,0
19.31752,84.16653,341.41,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,305.34,6.88,D,0
19.31689,84.16179,334.47,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,304.03,2.59,D,0
19.29652,83.97872,344.58,0.49,0.4,2025-04-01,752,N,VIIRS,n,2,308.58,6.05,D,0
18.46705,78.3498,341.73,0.41,0.37,2025-04-01,752,N,VIIRS,n,2,309.88,4.02,D,0
19.23818,83.51591,338.63,0.47,0.4,2025-04-01,752,N,VIIRS,n,2,305.0,3.03,D,0
19.20654,83.28329,334.73,0.46,0.39,2025-04-01,752,N,VIIRS,l,2,307.74,2.96,D,0
18.82669,80.61076,347.51,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,304.9,3.82,D,0
18.51105,78.57921,340.39,0.4,0.37,2025-04-01,752,N,VIIRS,n,2,309.23,4.65,D,0
18.82947,80.60657,341.79,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,304.49,4.41,D,0
18.82892,80.60294,349.36,0.39,0.36,2025-04-01,752,N,VIIRS,n,2,305.13,4.41,D,0
18.8312,80.55027,332.36,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,306.44,2.64,D,0
18.78332,80.23381,337.21,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.34,2.23,D,0
18.73665,79.92848,333.54,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,305.81,1.92,D,0
18.73609,79.92484,332.31,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,304.58,1.92,D,0
19.19701,83.05511,339.14,0.45,0.39,2025-04-01,752,N,VIIRS,n,2,306.12,16.21,D,0
19.1684,82.84962,334.15,0.44,0.38,2025-04-01,752,N,VIIRS,l,2,307.39,1.14,D,0
18.83397,80.54608,336.46,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.74,2.22,D,0
18.79491,80.28777,337.8,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,306.46,1.97,D,0
18.79271,80.27324,343.39,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,304.88,3.52,D,0
18.74052,79.93156,338.04,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.57,2.83,D,0
18.73996,79.92793,338.67,0.38,0.36,2025-04-01,752,N,VIIRS,n,2,305.78,1.92,D,0
18.47336,78.23669,345.62,0.41,0.37,2025-04-01,752,N,VIIRS,n,2,308.93,6.28,D,0
18.47273,78.2328,340.67,0.41,0.37,2025-04-01,752,N,VIIRS,l,2,310.02,5.06,D,0
19.33763,84.02957,345.66,0.5,0.41,2025-04-01,752,N,VIIRS,n,2,309.89,14.18,D,0
18.80099,80.28304,331.99,0.38,0.36,2025-04-01,752,N,VIIRS,l,2,306.25,2.02,D,0
18.43346,77.94722,333.46,0.42,0.38,2025-04-01,752,N,VIIRS,l,2,306.45,4.96,D,0
20.4361,79.62998,341.76,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,309.3,4.95,D,0
20.32195,78.87644,335.25,0.39,0.36,2025-04-01,753,N,VIIRS,l,2,307.75,1.61,D,0
19.33002,73.27873,342.48,0.48,0.48,2025-04-01,753,N,VIIRS,n,2,303.31,5.2,D,0
20.85228,82.37262,338.44,0.43,0.38,2025-04-01,753,N,VIIRS,l,2,311.02,2.32,D,0
20.57358,80.40668,338.28,0.39,0.36,2025-04-01,753,N,VIIRS,n,2,305.27,2.22,D,0
20.48724,79.76437,339.12,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,306.87,2.28,D,0
21.08442,83.9138,345.82,0.51,0.41,2025-04-01,753,N,VIIRS,n,2,306.84,6.56,D,0
21.00984,83.33627,353.6,0.48,0.4,2025-04-01,753,N,VIIRS,n,2,315.91,33.73,D,0
20.571,80.13844,340.43,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,306.83,3.57,D,0
19.35869,73.04683,332.34,0.5,0.49,2025-04-01,753,N,VIIRS,l,2,303.57,4.26,D,0
20.51527,79.70302,344.0,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,307.68,4.07,D,0
20.44548,79.22794,336.56,0.39,0.36,2025-04-01,753,N,VIIRS,l,2,306.84,2.51,D,0
21.06701,83.542,337.52,0.49,0.4,2025-04-01,753,N,VIIRS,n,2,306.67,3.99,D,0
20.63561,80.43423,333.98,0.39,0.36,2025-04-01,753,N,VIIRS,l,2,304.48,1.41,D,0
20.84331,81.84515,353.65,0.42,0.37,2025-04-01,753,N,VIIRS,n,2,312.64,6.06,D,0
20.84676,81.8446,341.83,0.42,0.37,2025-04-01,753,N,VIIRS,n,2,311.76,6.06,D,0
21.06515,83.41315,337.02,0.48,0.4,2025-04-01,753,N,VIIRS,l,2,311.08,4.01,D,0
21.02176,83.08852,341.31,0.47,0.39,2025-04-01,753,N,VIIRS,n,2,310.18,2.98,D,0
20.9799,82.77924,338.56,0.45,0.39,2025-04-01,753,N,VIIRS,l,2,308.75,2.71,D,0
20.81203,81.57511,335.79,0.41,0.37,2025-04-01,753,N,VIIRS,l,2,309.48,1.91,D,0
20.30846,78.18727,334.29,0.4,0.37,2025-04-01,753,N,VIIRS,l,2,307.95,4.49,D,0
20.94891,82.422,338.57,0.44,0.38,2025-04-01,753,N,VIIRS,l,2,310.97,3.77,D,0
20.66488,80.43265,332.31,0.39,0.36,2025-04-01,753,N,VIIRS,l,2,304.63,0.77,D,0
20.80858,81.38039,335.24,0.4,0.37,2025-04-01,753,N,VIIRS,l,2,306.94,2.66,D,0
20.58924,79.81423,353.58,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,309.03,6.62,D,0
20.58868,79.81055,334.28,0.38,0.36,2025-04-01,753,N,VIIRS,l,2,305.86,1.92,D,0
20.59311,79.81734,339.52,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,306.87,2.14,D,0
20.59256,79.81366,333.51,0.38,0.36,2025-04-01,753,N,VIIRS,l,2,307.7,2.14,D,0
20.592,79.80999,336.59,0.38,0.36,2025-04-01,753,N,VIIRS,n,2,306.24,1.74,D,0
20.82555,81.37764,338.97,0.4,0.37,2025-04-01,753,N,VIIRS,n,2,307.77,1.45,D,0
20.59643,79.81677,333.8,0.38,0.36,2025-04-01,753,N,VIIRS,l,2,307.35,2.14,D,0
20.90632,81.92963,339.02,0.42,0.38,2025-04-01,753,N,VIIRS,l,2,311.89,5.09,D,0
20.82894,81.37709,335.68,0.4,0.37,2025-04-01,753,N,VIIRS,l,2,309.68,2.76,D,0
20.8284,81.37322,342.48,0.4,0.37,2025-04-01,753,N,VIIRS,n,2,309.78,3.22,D,0
20.90978,81.92909,340.22,0.42,0.38,2025-04-01,753,N,VIIRS,n,2,309.8,5.09,D,0
21.11499,83.43568,338.33,0.48,0.4,2025-04-01,753,N,VIIRS,l,2,311.97,5.73,D,0
20.83793,81.39151,342.57,0.4,0.37,2025-04-01,753,N,VIIRS,n,2,310.63,4.27,D,0
19.45002,73.14977,332.88,0.49,0.48,2025-04-01,753,N,VIIRS,n,2,302.81,2.91,D,0
20.83582,81.35224,342.16,0.4,0.37,2025-04-01,753,N,VIIRS,n,2,310.35,2.99,D,0
21.05438,82.91606,349.74,0.46,0.39,2025-04-01,753,N,VIIRS,n,2,311.51,10.99,D,0
20.83922,81.3517,347.47,0.4,0.37,2025-04-01,753,N,VIIRS,n,2,309.93,4.24,D,0
20.90203,81.722,343.52,0.41,0.37,2025-04-01,753,N,VIIRS,n,2,312.12,4.22,D,0
22.0837,92.62014,346.91,0.61,0.71,2025-04-01,753,N,VIIRS,n,2,302.25,5.8,D,0
20.90602,81.72542,339.05,0.41,0.37,2025-04-01,753,N,VIIRS,l,2,311.78,3.83,D,0
20.90546,81.72146,354.72,0.41,0.37,2025-04-01,753,N,VIIRS,n,2,313.98,6.64,D,0
