latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
26.2443,94.94719,351.59,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,300.81,11.56,D
26.24347,94.94268,352.16,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,297.85,13.47,D
26.24269,94.93835,329.36,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,294.95,13.47,D
26.24877,94.95108,355.05,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,311.21,21.07,D
26.24795,94.94656,352.19,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,302.35,21.07,D
26.24716,94.94221,348.09,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,300.8,31.53,D
26.24559,94.93356,331.3,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,293.9,33.11,D
26.25086,94.9418,367.0,0.48,0.4,2026-02-14,637,N,high,2.0NRT,310.26,31.53,D
26.24932,94.93334,367.0,0.48,0.4,2026-02-14,637,N,high,2.0NRT,319.16,33.11,D
26.25242,94.95037,356.16,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,297.25,21.07,D
26.25162,94.946,351.51,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,298.94,21.07,D
26.2501,94.9376,350.23,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,312.41,31.53,D
26.25456,94.94142,350.74,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,314.58,73.62,D
26.25381,94.93727,355.34,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,309.4,73.62,D
26.25306,94.9331,341.35,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,303.0,37.42,D
26.25229,94.92886,340.91,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,290.43,37.42,D
26.25673,94.93256,327.09,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,293.81,37.42,D
26.17092,94.42397,336.02,0.5,0.41,2026-02-14,637,N,nominal,2.0NRT,295.96,70.64,D
26.25522,94.86197,325.63,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,280.27,43.44,D
26.25958,94.86514,344.35,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,281.44,9.27,D
26.25808,94.85685,331.9,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,286.55,43.44,D
26.26244,94.86005,367.0,0.48,0.4,2026-02-14,637,N,high,2.0NRT,335.51,125.4,D
26.26319,94.86416,348.67,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,308.49,42.43,D
26.2255,94.65734,331.78,0.49,0.4,2026-02-14,637,N,nominal,2.0NRT,295.9,14.1,D
26.60584,96.81493,328.99,0.4,0.37,2026-02-14,637,N,low,2.0NRT,300.74,3.21,D
26.26682,94.86331,346.37,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,292.68,42.43,D
26.26605,94.85905,337.39,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,284.25,125.4,D
26.22911,94.65616,355.25,0.49,0.4,2026-02-14,637,N,nominal,2.0NRT,305.77,14.1,D
26.22805,94.65036,341.12,0.49,0.4,2026-02-14,637,N,nominal,2.0NRT,299.2,14.1,D
26.60922,96.81424,342.51,0.4,0.37,2026-02-14,637,N,nominal,2.0NRT,301.79,11.77,D
26.61259,96.81355,345.17,0.4,0.37,2026-02-14,637,N,nominal,2.0NRT,296.4,11.77,D
26.61192,96.80951,349.77,0.41,0.37,2026-02-14,637,N,nominal,2.0NRT,298.7,11.77,D
26.60453,96.765,325.37,0.41,0.37,2026-02-14,637,N,low,2.0NRT,297.89,1.58,D
26.18961,94.39904,328.46,0.51,0.41,2026-02-14,637,N,nominal,2.0NRT,300.49,3.97,D
26.18863,94.39374,331.62,0.51,0.41,2026-02-14,637,N,nominal,2.0NRT,299.31,2.39,D
26.23799,94.64184,355.93,0.49,0.4,2026-02-14,637,N,nominal,2.0NRT,306.37,37.51,D
26.19331,94.398,337.64,0.51,0.41,2026-02-14,637,N,nominal,2.0NRT,304.37,35.71,D
26.19234,94.39271,334.68,0.51,0.41,2026-02-14,637,N,nominal,2.0NRT,300.57,8.86,D
26.24162,94.64075,355.25,0.49,0.4,2026-02-14,637,N,nominal,2.0NRT,302.59,37.51,D
25.97053,93.08691,333.39,0.4,0.44,2026-02-14,637,N,nominal,2.0NRT,300.82,1.93,D
25.77757,92.10378,330.96,0.46,0.47,2026-02-14,637,N,nominal,2.0NRT,295.16,4.76,D
26.256,94.59332,347.69,0.49,0.41,2026-02-14,637,N,nominal,2.0NRT,279.19,8.76,D
26.21562,94.28589,334.12,0.51,0.41,2026-02-14,637,N,nominal,2.0NRT,296.89,5.56,D
26.21556,94.28924,332.54,0.51,0.41,2026-02-14,637,N,nominal,2.0NRT,297.46,4.02,D
26.39298,94.89724,334.92,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,298.56,4.47,D
26.39738,94.90073,350.33,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,303.81,17.42,D
26.39657,94.8962,340.3,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,297.28,4.47,D
26.40179,94.90423,338.45,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,296.59,10.23,D
26.40099,94.89977,356.79,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,301.97,10.23,D
26.4054,94.90333,335.88,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,297.44,10.23,D
26.4046,94.89885,330.49,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,294.68,10.23,D
25.21265,88.84858,327.15,0.37,0.58,2026-02-14,637,N,low,2.0NRT,298.56,3.4,D
26.10962,92.89724,332.47,0.4,0.45,2026-02-14,637,N,nominal,2.0NRT,300.08,1.87,D
26.3425,94.06921,352.51,0.52,0.42,2026-02-14,637,N,nominal,2.0NRT,302.18,19.89,D
26.61417,95.52756,341.16,0.45,0.39,2026-02-14,637,N,nominal,2.0NRT,297.89,6.24,D
26.10638,92.70667,326.74,0.42,0.45,2026-02-14,637,N,nominal,2.0NRT,301.26,3.83,D
26.10558,92.70255,340.99,0.42,0.45,2026-02-14,637,N,nominal,2.0NRT,301.6,3.94,D
26.37529,93.83479,345.46,0.54,0.42,2026-02-14,637,N,nominal,2.0NRT,298.95,14.4,D
26.77799,95.65681,334.6,0.44,0.38,2026-02-14,637,N,nominal,2.0NRT,293.35,3.67,D
26.78216,95.6599,347.62,0.44,0.38,2026-02-14,637,N,nominal,2.0NRT,305.64,60.34,D
26.78146,95.65592,343.7,0.44,0.38,2026-02-14,637,N,nominal,2.0NRT,302.72,55.79,D
26.78078,95.65198,344.62,0.44,0.38,2026-02-14,637,N,nominal,2.0NRT,299.76,55.79,D
26.78562,95.65897,350.03,0.44,0.38,2026-02-14,637,N,nominal,2.0NRT,308.58,60.34,D
26.78837,95.65385,367.0,0.44,0.38,2026-02-14,637,N,high,2.0NRT,327.33,150.53,D
26.78913,95.65832,325.06,0.44,0.38,2026-02-14,637,N,nominal,2.0NRT,295.53,11.75,D
26.69167,94.74059,329.72,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,295.13,3.87,D
25.75564,89.87604,341.43,0.62,0.54,2026-02-14,637,N,nominal,2.0NRT,300.02,9.88,D
26.78018,94.9405,333.53,0.47,0.4,2026-02-14,637,N,nominal,2.0NRT,299.69,4.53,D
25.756,89.87528,341.45,0.62,0.54,2026-02-14,637,N,nominal,2.0NRT,300.05,6.74,D
26.88841,95.41902,335.92,0.45,0.39,2026-02-14,637,N,nominal,2.0NRT,298.07,3.87,D
26.79919,94.81757,328.81,0.47,0.4,2026-02-14,637,N,nominal,2.0NRT,295.71,2.18,D
26.83852,94.91058,329.29,0.47,0.4,2026-02-14,637,N,nominal,2.0NRT,299.56,3.77,D
27.01537,95.35359,332.26,0.45,0.39,2026-02-14,637,N,nominal,2.0NRT,295.53,2.86,D
27.02513,95.38821,326.46,0.45,0.39,2026-02-14,637,N,low,2.0NRT,297.23,2.24,D
26.65751,93.36393,337.92,0.56,0.43,2026-02-14,637,N,nominal,2.0NRT,304.36,38.56,D
26.66567,93.38528,341.82,0.56,0.43,2026-02-14,637,N,nominal,2.0NRT,297.71,5.68,D
26.67698,93.42322,329.98,0.56,0.43,2026-02-14,637,N,nominal,2.0NRT,297.48,2.75,D
26.66958,93.38435,342.5,0.56,0.43,2026-02-14,637,N,nominal,2.0NRT,297.63,5.68,D
27.32798,96.90511,329.36,0.4,0.37,2026-02-14,637,N,nominal,2.0NRT,291.17,2.05,D
27.19976,96.13126,336.42,0.42,0.38,2026-02-14,637,N,nominal,2.0NRT,299.14,4.45,D
27.32904,96.90511,331.7,0.4,0.37,2026-02-14,637,N,nominal,2.0NRT,291.34,2.57,D
27.19843,96.13211,332.38,0.42,0.38,2026-02-14,637,N,nominal,2.0NRT,299.16,4.87,D
26.93301,94.41927,346.37,0.49,0.4,2026-02-14,637,N,nominal,2.0NRT,301.96,9.95,D
26.66178,92.97316,328.58,0.39,0.44,2026-02-14,637,N,nominal,2.0NRT,297.74,1.96,D
26.86658,93.97845,339.65,0.52,0.41,2026-02-14,637,N,nominal,2.0NRT,303.05,8.22,D
26.85399,93.76332,328.71,0.53,0.42,2026-02-14,637,N,nominal,2.0NRT,303.66,7.94,D
26.85781,93.76243,338.8,0.53,0.42,2026-02-14,637,N,nominal,2.0NRT,303.89,7.94,D
27.03964,94.52902,333.02,0.48,0.4,2026-02-14,637,N,nominal,2.0NRT,303.25,3.57,D
27.32542,95.88452,327.39,0.42,0.38,2026-02-14,637,N,low,2.0NRT,300.77,3.2,D
26.8966,93.01445,345.05,0.39,0.44,2026-02-14,637,N,nominal,2.0NRT,301.95,5.02,D
27.46669,96.11761,331.52,0.42,0.37,2026-02-14,637,N,nominal,2.0NRT,300.67,5.72,D
27.49416,96.25882,333.84,0.41,0.37,2026-02-14,637,N,nominal,2.0NRT,299.42,7.26,D
27.51028,96.20795,332.28,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,300.77,3.49,D
27.50956,96.20367,331.66,0.41,0.37,2026-02-14,639,N,low,2.0NRT,302.39,3.49,D
27.50593,96.16119,342.79,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,308.82,8.85,D
27.08818,93.7432,333.08,0.53,0.42,2026-02-14,639,N,nominal,2.0NRT,296.23,4.46,D
26.92371,92.85289,340.72,0.39,0.44,2026-02-14,639,N,nominal,2.0NRT,300.55,3.36,D
27.32771,94.981,328.43,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,299.32,2.6,D
27.08997,93.74119,333.89,0.53,0.42,2026-02-14,639,N,nominal,2.0NRT,295.74,3.57,D
26.92441,92.85386,343.74,0.39,0.44,2026-02-14,639,N,nominal,2.0NRT,301.82,4.87,D
27.33641,95.00053,327.47,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,301.67,2.06,D
26.91902,92.48521,344.19,0.41,0.45,2026-02-14,639,N,nominal,2.0NRT,299.21,7.02,D
26.9223,92.48014,349.25,0.41,0.45,2026-02-14,639,N,nominal,2.0NRT,297.23,7.02,D
27.59394,96.07914,332.98,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,304.41,10.64,D
27.59323,96.07494,328.91,0.42,0.37,2026-02-14,639,N,low,2.0NRT,300.82,10.64,D
27.59737,96.07847,341.11,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,298.89,10.64,D
26.90496,92.28345,355.03,0.42,0.46,2026-02-14,639,N,nominal,2.0NRT,300.12,11.78,D
26.99887,92.74086,329.28,0.4,0.44,2026-02-14,639,N,nominal,2.0NRT,298.07,6.14,D
26.99809,92.73687,328.08,0.4,0.44,2026-02-14,639,N,nominal,2.0NRT,296.78,3.88,D
27.2101,93.81112,329.87,0.52,0.42,2026-02-14,639,N,nominal,2.0NRT,300.4,2.33,D
27.66251,96.28058,329.98,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,298.25,3.39,D
26.66984,90.98325,342.21,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,299.35,15.46,D
26.66877,90.97822,341.3,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,297.15,9.03,D
26.67541,90.98716,326.87,0.51,0.49,2026-02-14,639,N,low,2.0NRT,297.77,2.9,D
27.69378,96.27824,330.25,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,296.79,0.77,D
27.53865,95.3595,327.4,0.44,0.38,2026-02-14,639,N,nominal,2.0NRT,301.11,1.72,D
27.70617,96.30997,333.6,0.41,0.37,2026-02-14,639,N,low,2.0NRT,306.91,5.13,D
26.72004,91.08676,342.24,0.5,0.49,2026-02-14,639,N,nominal,2.0NRT,304.23,28.17,D
26.71899,91.08176,335.27,0.5,0.49,2026-02-14,639,N,nominal,2.0NRT,300.57,15.85,D
26.7182,91.05569,328.48,0.5,0.49,2026-02-14,639,N,nominal,2.0NRT,295.93,4.18,D
27.71024,96.16711,332.56,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,299.96,3.11,D
26.71642,90.91229,340.83,0.51,0.5,2026-02-14,639,N,nominal,2.0NRT,299.69,5.56,D
26.71534,90.90717,335.63,0.51,0.5,2026-02-14,639,N,nominal,2.0NRT,298.92,5.56,D
27.7463,96.33989,329.65,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,297.14,2.65,D
27.18991,93.23266,341.38,0.56,0.43,2026-02-14,639,N,nominal,2.0NRT,289.46,8.21,D
26.72435,90.90486,331.78,0.51,0.5,2026-02-14,639,N,nominal,2.0NRT,297.12,3.1,D
27.74615,96.297,333.14,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,300.3,2.62,D
27.71814,96.10922,342.59,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,302.75,5.65,D
26.31179,88.90302,335.74,0.35,0.56,2026-02-14,639,N,nominal,2.0NRT,298.37,2.52,D
27.30839,93.71267,345.25,0.53,0.42,2026-02-14,639,N,nominal,2.0NRT,294.28,13.74,D
26.73471,90.79476,340.3,0.52,0.5,2026-02-14,639,N,nominal,2.0NRT,298.22,5.27,D
27.77907,96.32491,350.74,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,302.78,7.68,D
27.30666,93.71081,332.22,0.53,0.42,2026-02-14,639,N,nominal,2.0NRT,293.34,8.72,D
27.31027,93.70906,330.91,0.53,0.42,2026-02-14,639,N,nominal,2.0NRT,286.95,4.47,D
26.7352,90.79758,334.8,0.52,0.5,2026-02-14,639,N,nominal,2.0NRT,297.36,5.51,D
26.77469,90.93764,367.0,0.51,0.49,2026-02-14,639,N,high,2.0NRT,308.13,37.32,D
26.77578,90.94273,332.75,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,299.1,37.32,D
26.77361,90.93256,298.05,0.51,0.49,2026-02-14,639,N,low,2.0NRT,306.07,58.25,D
26.78027,90.9416,350.45,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,304.25,37.32,D
26.77919,90.93649,347.6,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,309.56,37.32,D
26.78481,90.94067,352.76,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,301.22,8.38,D
26.78371,90.93552,343.27,0.51,0.49,2026-02-14,639,N,nominal,2.0NRT,298.52,8.38,D
27.82624,96.25056,336.28,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,304.06,3.25,D
26.78693,90.68041,327.72,0.53,0.5,2026-02-14,639,N,nominal,2.0NRT,297.52,6.09,D
27.24938,92.90757,341.31,0.39,0.44,2026-02-14,639,N,nominal,2.0NRT,294.13,7.32,D
27.80686,95.94727,328.02,0.42,0.38,2026-02-14,639,N,low,2.0NRT,299.88,2.24,D
27.19675,92.59241,343.97,0.4,0.44,2026-02-14,639,N,nominal,2.0NRT,292.6,5.05,D
27.64545,94.90224,327.93,0.46,0.39,2026-02-14,639,N,low,2.0NRT,301.85,2.17,D
27.87413,96.14188,330.93,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,297.94,3.74,D
27.35861,93.22798,330.25,0.56,0.43,2026-02-14,639,N,nominal,2.0NRT,290.35,6.92,D
27.73462,95.23547,334.49,0.44,0.39,2026-02-14,639,N,nominal,2.0NRT,298.37,6.38,D
27.42683,93.54102,332.34,0.53,0.42,2026-02-14,639,N,nominal,2.0NRT,294.0,8.22,D
27.50495,93.80807,330.4,0.52,0.41,2026-02-14,639,N,nominal,2.0NRT,291.61,4.07,D
27.9509,96.24207,325.51,0.41,0.37,2026-02-14,639,N,low,2.0NRT,298.3,1.74,D
27.92557,96.07036,331.52,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,300.69,3.65,D
27.73192,94.88763,344.97,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,306.32,4.36,D
27.92102,95.77969,325.48,0.42,0.38,2026-02-14,639,N,nominal,2.0NRT,298.74,1.42,D
28.06732,96.57991,335.0,0.4,0.37,2026-02-14,639,N,nominal,2.0NRT,298.13,3.99,D
27.80536,95.03976,332.17,0.45,0.39,2026-02-14,639,N,nominal,2.0NRT,296.73,3.17,D
27.98782,96.02388,345.05,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,306.27,9.4,D
27.9871,96.01969,332.2,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,303.74,9.4,D
27.99465,96.02244,327.22,0.42,0.37,2026-02-14,639,N,low,2.0NRT,301.77,2.96,D
28.00019,96.03429,331.9,0.41,0.37,2026-02-14,639,N,low,2.0NRT,304.28,3.91,D
27.98733,95.95866,334.03,0.42,0.37,2026-02-14,639,N,low,2.0NRT,307.03,11.5,D
27.98661,95.95444,333.93,0.42,0.37,2026-02-14,639,N,low,2.0NRT,306.89,10.38,D
28.00361,96.03357,339.02,0.41,0.37,2026-02-14,639,N,nominal,2.0NRT,306.0,3.91,D
27.99076,95.95794,353.2,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,310.07,11.5,D
27.99004,95.95371,334.87,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,306.49,10.38,D
27.99418,95.95721,344.07,0.42,0.37,2026-02-14,639,N,nominal,2.0NRT,307.28,10.05,D
27.89854,95.29809,337.93,0.44,0.38,2026-02-14,639,N,nominal,2.0NRT,299.75,3.45,D
27.90204,95.2973,328.0,0.44,0.38,2026-02-14,639,N,nominal,2.0NRT,299.05,2.9,D
27.99601,95.62627,329.56,0.43,0.38,2026-02-14,639,N,low,2.0NRT,303.76,3.42,D
28.19063,96.66846,338.2,0.4,0.37,2026-02-14,639,N,nominal,2.0NRT,292.79,3.92,D
28.18989,96.664,326.95,0.4,0.37,2026-02-14,639,N,nominal,2.0NRT,296.68,3.25,D
27.98084,95.35408,334.67,0.44,0.38,2026-02-14,639,N,nominal,2.0NRT,301.55,7.61,D
27.9739,95.27319,334.16,0.44,0.38,2026-02-14,639,N,nominal,2.0NRT,303.54,5.55,D
27.77064,94.10441,336.91,0.49,0.41,2026-02-14,639,N,nominal,2.0NRT,298.31,4.27,D
26.9411,89.98306,345.4,0.58,0.52,2026-02-14,639,N,nominal,2.0NRT,293.23,8.3,D
27.77439,94.10385,340.34,0.49,0.41,2026-02-14,639,N,nominal,2.0NRT,297.77,5.27,D
28.05623,95.5594,337.48,0.43,0.38,2026-02-14,639,N,nominal,2.0NRT,300.63,6.03,D
27.99616,95.0304,334.33,0.45,0.39,2026-02-14,639,N,nominal,2.0NRT,294.41,4.35,D
27.77457,93.74835,338.47,0.51,0.41,2026-02-14,639,N,nominal,2.0NRT,290.54,5.58,D
28.19049,95.78952,337.62,0.42,0.38,2026-02-14,639,N,nominal,2.0NRT,304.16,7.49,D
28.19736,95.78809,329.09,0.42,0.38,2026-02-14,639,N,nominal,2.0NRT,303.34,2.86,D
27.87135,93.93195,335.26,0.5,0.41,2026-02-14,639,N,nominal,2.0NRT,291.93,4.58,D
28.18571,95.6572,341.95,0.42,0.38,2026-02-14,639,N,nominal,2.0NRT,299.85,3.02,D
28.21476,95.74386,335.53,0.42,0.38,2026-02-14,639,N,low,2.0NRT,306.3,6.86,D
28.21404,95.73959,333.33,0.42,0.38,2026-02-14,639,N,low,2.0NRT,303.57,3.44,D
28.19291,95.61568,332.4,0.43,0.38,2026-02-14,639,N,nominal,2.0NRT,302.18,3.11,D
28.2182,95.7431,337.89,0.42,0.38,2026-02-14,639,N,nominal,2.0NRT,306.97,5.35,D
28.21993,95.74335,340.29,0.42,0.38,2026-02-14,639,N,nominal,2.0NRT,306.23,5.73,D
28.17703,95.39534,343.96,0.43,0.38,2026-02-14,639,N,nominal,2.0NRT,303.97,8.0,D
28.17626,95.39096,344.59,0.43,0.38,2026-02-14,639,N,nominal,2.0NRT,304.49,7.18,D
28.17549,95.3866,329.85,0.43,0.38,2026-02-14,639,N,nominal,2.0NRT,298.52,7.18,D
28.1033,94.62955,327.96,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,292.15,3.45,D
28.15066,94.6584,340.92,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,296.97,9.52,D
28.07189,94.0657,327.69,0.49,0.4,2026-02-14,639,N,nominal,2.0NRT,291.45,2.35,D
28.17956,94.57069,342.31,0.47,0.39,2026-02-14,639,N,nominal,2.0NRT,294.39,10.76,D
28.22684,94.68847,326.65,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,295.15,19.44,D
28.22607,94.6842,338.71,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,301.58,19.44,D
28.2296,94.68315,330.22,0.46,0.39,2026-02-14,639,N,nominal,2.0NRT,291.46,6.19,D
26.64283,86.96494,332.4,0.44,0.63,2026-02-14,639,N,nominal,2.0NRT,299.27,2.29,D
26.64849,86.96326,332.86,0.44,0.63,2026-02-14,639,N,nominal,2.0NRT,295.91,2.29,D
27.24883,84.57774,326.31,0.59,0.7,2026-02-14,639,N,nominal,2.0NRT,295.34,3.53,D
27.42258,82.47065,329.57,0.77,0.77,2026-02-14,639,N,nominal,2.0NRT,293.21,4.48,D
28.44303,84.81243,350.53,0.54,0.68,2026-02-14,639,N,nominal,2.0NRT,287.27,10.76,D
28.45221,84.82239,343.79,0.54,0.68,2026-02-14,639,N,nominal,2.0NRT,285.34,10.76,D
8.3055,77.4593,333.42,0.38,0.36,2026-02-14,813,N,nominal,2.0NRT,300.31,2.73,D
8.30497,77.45583,337.64,0.38,0.36,2026-02-14,813,N,nominal,2.0NRT,302.66,4.24,D
8.3896,77.87688,343.71,0.38,0.36,2026-02-14,813,N,nominal,2.0NRT,301.47,3.72,D
8.41198,77.80155,340.04,0.38,0.36,2026-02-14,813,N,nominal,2.0NRT,298.07,4.54,D
8.35472,77.4047,332.21,0.38,0.36,2026-02-14,813,N,nominal,2.0NRT,302.05,3.06,D
8.46234,77.2915,331.04,0.39,0.36,2026-02-14,815,N,low,2.0NRT,302.02,1.9,D
8.47464,77.26107,332.2,0.39,0.36,2026-02-14,815,N,low,2.0NRT,307.0,3.54,D
8.75753,78.18325,338.2,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,301.89,2.33,D
8.76086,78.18275,340.58,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,302.23,2.33,D
8.70459,77.4381,330.79,0.38,0.36,2026-02-14,815,N,low,2.0NRT,302.08,2.87,D
8.76729,77.07434,343.18,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,303.42,8.68,D
8.76675,77.07083,346.83,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,306.35,8.68,D
8.77007,77.07033,347.26,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,301.64,9.93,D
9.32891,78.84732,330.83,0.4,0.37,2026-02-14,815,N,nominal,2.0NRT,299.66,2.52,D
9.20871,77.83926,334.45,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,301.06,1.22,D
9.3802,78.72872,330.59,0.4,0.37,2026-02-14,815,N,nominal,2.0NRT,299.5,2.72,D
9.37435,78.5754,333.59,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,300.9,2.23,D
9.4112,78.76416,333.13,0.4,0.37,2026-02-14,815,N,nominal,2.0NRT,300.08,1.35,D
9.48439,78.72355,331.1,0.4,0.37,2026-02-14,815,N,nominal,2.0NRT,298.95,1.79,D
9.3401,77.63268,330.04,0.38,0.36,2026-02-14,815,N,low,2.0NRT,301.78,2.66,D
9.32495,77.48877,343.17,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,304.29,4.78,D
9.50331,78.58759,330.99,0.39,0.37,2026-02-14,815,N,nominal,2.0NRT,299.29,1.08,D
9.38229,77.66811,340.1,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,307.25,3.42,D
9.47353,77.91161,336.82,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,305.71,4.37,D
9.58253,78.52063,335.09,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,299.9,4.69,D
9.58199,78.51705,336.18,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,301.39,3.89,D
9.62896,78.47337,332.74,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,301.0,3.01,D
9.63007,78.38928,331.46,0.39,0.36,2026-02-14,815,N,low,2.0NRT,302.21,2.2,D
9.62954,78.38573,331.92,0.39,0.36,2026-02-14,815,N,low,2.0NRT,304.0,3.74,D
9.63395,78.39233,336.08,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,303.22,6.42,D
9.63342,78.38878,349.74,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,304.62,6.42,D
9.63289,78.38522,332.14,0.39,0.36,2026-02-14,815,N,low,2.0NRT,302.64,4.08,D
9.56814,77.15679,338.06,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,302.54,5.54,D
9.57145,77.15628,346.35,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,300.3,5.54,D
9.58435,76.93187,335.19,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,304.62,5.04,D
9.88477,78.90356,335.85,0.4,0.37,2026-02-14,815,N,nominal,2.0NRT,299.37,3.18,D
9.59209,76.93797,331.18,0.39,0.36,2026-02-14,815,N,low,2.0NRT,304.14,2.36,D
9.8631,77.89615,341.31,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,310.18,3.74,D
9.86258,77.89264,351.57,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,311.1,12.41,D
9.85371,77.81142,336.46,0.39,0.36,2026-02-14,815,N,low,2.0NRT,310.44,2.99,D
9.73899,76.88188,341.96,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,307.23,5.27,D
9.8515,76.84184,333.66,0.39,0.36,2026-02-14,815,N,low,2.0NRT,304.47,5.65,D
10.35939,78.50642,330.4,0.4,0.37,2026-02-14,815,N,low,2.0NRT,302.72,2.28,D
10.20812,77.11798,353.85,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,301.6,24.65,D
10.20758,77.11452,343.92,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,299.58,7.31,D
10.21196,77.12094,339.72,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,294.84,4.45,D
10.64063,79.11227,335.79,0.41,0.37,2026-02-14,815,N,nominal,2.0NRT,302.53,4.67,D
10.46075,77.90993,337.63,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,307.86,2.09,D
10.4596,77.52483,340.27,0.38,0.36,2026-02-14,815,N,nominal,2.0NRT,308.87,4.65,D
10.83672,77.69113,340.33,0.39,0.36,2026-02-14,815,N,low,2.0NRT,312.46,8.55,D
10.77013,76.78931,333.74,0.38,0.36,2026-02-14,815,N,low,2.0NRT,304.13,3.18,D
10.92609,77.77051,338.66,0.39,0.36,2026-02-14,815,N,nominal,2.0NRT,306.26,2.3,D
